"TRANSCRIPT","MANN_WHITNEY","VARIANCE_RATIO","TISSUE"
"ENSMUSG00000067288",0.000217576690317027,2.29607457768676,"aorta"
"ENSMUSG00000032562",2.58431020523662e-09,4.56080485265228,"aorta"
"ENSMUSG00000031818",4.57330812739309e-05,7.41146883370755,"aorta"
"ENSMUSG00000026238",2.92849076691923e-11,7.17984934789217,"aorta"
"ENSMUSG00000041453",8.51393461971596e-07,10.5672799230299,"aorta"
"ENSMUSG00000024608",1.39524515715279e-08,7.3682278042521,"aorta"
"ENSMUSG00000044285",1.98014210414465e-11,11.2043729000704,"aorta"
"ENSMUSG00000060126",2.86138283591273e-09,5.88580982739546,"aorta"
"ENSMUSG00000075602",0.00256778917621853,6.39925420453068,"aorta"
"ENSMUSG00000026547",9.27237233326545e-10,10.7378529890975,"aorta"
"ENSMUSG00000025393",1.26589632786563e-06,2.71442798476575,"aorta"
"ENSMUSG00000015656",7.29011075991104e-05,2.19686925355229,"aorta"
"ENSMUSG00000029422",1.32181519670594e-13,4.44275539331018,"bladder-lumen"
"ENSMUSG00000026878",4.58585744817108e-15,1.73590472596587,"bladder-lumen"
"ENSMUSG00000020570",0.000436825052551243,1.99334051355186,"bladder-lumen"
"ENSMUSG00000068882",5.4629200893792e-20,1.23618941786232,"bladder-lumen"
"ENSMUSG00000022451",5.61800962734366e-19,2.58005103288366,"bladder-lumen"
"ENSMUSG00000091537",5.31198267596543e-18,5.45170026161395,"bladder-lumen"
"ENSMUSG00000032231",1.55022952126595e-08,1.21835874042504,"bladder-lumen"
"ENSMUSG00000024425",7.56263545780769e-09,1.71902544775698,"bladder-lumen"
"ENSMUSG00000031068",3.6195284573516e-11,3.2258177091376,"bladder-lumen"
"ENSMUSG00000005354",9.47432483952379e-19,7.52718646109293,"bladder-lumen"
"ENSMUSG00000020390",8.28622214372213e-05,1.18541712973389,"bladder-lumen"
"ENSMUSG00000029684",4.92098694154546e-39,3.81532705825259,"bladder-lumen"
"ENSMUSG00000030057",1.26473536936263e-21,1.29063572883516,"bladder-lumen"
"ENSMUSG00000025410",2.76947607928982e-13,1.2526659079249,"bladder-lumen"
"ENSMUSG00000060803",1.29230203799513e-34,2.75519546318312,"bladder-lumen"
"ENSMUSG00000090862",1.03389098203144e-74,9.37127173425945,"bladder-lumen"
"ENSMUSG00000033379",5.21965034886137e-12,2.1307144697164,"bladder-lumen"
"ENSMUSG00000030127",8.3991627088609e-16,1.58907826251091,"bladder-lumen"
"ENSMUSG00000020402",4.33979417958821e-13,1.62942449583879,"bladder-lumen"
"ENSMUSG00000002014",9.05465987875189e-15,2.50666210727474,"bladder-lumen"
"ENSMUSG00000009549",1.34938358064999e-09,2.49626561680792,"bladder-lumen"
"ENSMUSG00000026034",8.20118035375981e-07,1.69469853033789,"bladder-lumen"
"ENSMUSG00000026701",7.29280908062968e-22,1.31657889595138,"bladder-lumen"
"ENSMUSG00000022982",1.39859694669521e-64,9.86734640015609,"bladder-lumen"
"ENSMUSG00000019877",1.29234818053435e-07,4.92914572574522,"bladder-lumen"
"ENSMUSG00000029810",4.26316839911344e-07,1.22022880971959,"bladder-lumen"
"ENSMUSG00000041841",1.27609565373519e-48,12.5235526065565,"bladder-lumen"
"ENSMUSG00000027660",0.00972295135134623,1.58438241613034,"bladder-lumen"
"ENSMUSG00000021876",8.49951479212113e-08,3.28982901925455,"bladder-lumen"
"ENSMUSG00000027808",0.0001352648256299,10.3567120726892,"bladder-lumen"
"ENSMUSG00000032966",8.19636265691677e-06,1.63100110918044,"bladder-lumen"
"ENSMUSG00000035027",4.52162847127445e-14,2.69631552990903,"bladder-lumen"
"ENSMUSG00000026864",3.14001902746258e-06,10.2309642498756,"bladder-lumen"
"ENSMUSG00000061518",1.45572223876958e-37,9.79479719840982,"bladder-lumen"
"ENSMUSG00000034566",3.14576981640954e-33,8.95104580080982,"bladder-lumen"
"ENSMUSG00000021576",4.42793589477962e-16,3.50388887398822,"bladder-lumen"
"ENSMUSG00000035569",6.51447474415349e-25,3.04016976701547,"bladder-lumen"
"ENSMUSG00000022812",1.61040116627687e-05,1.97865999514499,"bladder-lumen"
"ENSMUSG00000026353",3.06787266800504e-25,4.72687798651674,"bladder-lumen"
"ENSMUSG00000006356",4.40135926426166e-22,2.75897480185127,"bladder-lumen"
"ENSMUSG00000060802",1.49137215436486e-07,2.47990017414767,"bladder-lumen"
"ENSMUSG00000041126",1.25388120603398e-07,2.11579282597608,"bladder-lumen"
"ENSMUSG00000047547",1.04149696622032e-25,2.25491592721687,"bladder-lumen"
"ENSMUSG00000060743",1.28224397663829e-05,1.88408460373671,"bladder-lumen"
"ENSMUSG00000018770",1.57324650008721e-50,7.81125462612473,"bladder-lumen"
"ENSMUSG00000030654",7.37173563143029e-24,2.13518489062239,"bladder-lumen"
"ENSMUSG00000024712",6.23404630043734e-06,1.07364691998119,"bladder-lumen"
"ENSMUSG00000046223",2.47274984691615e-12,1.16619065733117,"bladder-lumen"
"ENSMUSG00000014313",1.56295646966296e-34,6.19602608304306,"bladder-lumen"
"ENSMUSG00000062825",1.36396300324962e-38,3.00927582351873,"bladder-lumen"
"ENSMUSG00000045983",3.81565598162844e-11,1.19483536750332,"bladder-lumen"
"ENSMUSG00000035851",3.10516490516666e-28,1.88177003995005,"bladder-lumen"
"ENSMUSG00000041571",9.53897587480264e-24,2.23000307824263,"bladder-lumen"
"ENSMUSG00000017843",0.00697049898226394,1.57928324144327,"bladder-lumen"
"ENSMUSG00000026895",1.44028277320485e-11,13.3215822305505,"bladder-lumen"
"ENSMUSG00000028797",6.68031313414518e-20,2.27376107885665,"bladder-lumen"
"ENSMUSG00000024927",0.0161730653815145,1.2602285357851,"bladder-lumen"
"ENSMUSG00000038806",1.74865692217168e-15,2.00047221543881,"bladder-lumen"
"ENSMUSG00000028416",1.08599918303346e-28,4.13932229999961,"bladder-lumen"
"ENSMUSG00000029229",5.6756416618074e-07,1.21950283993718,"bladder-lumen"
"ENSMUSG00000079658",4.65746326626305e-07,2.375096956306,"bladder-lumen"
"ENSMUSG00000032199",0.000742800425281982,2.17469217055122,"bladder-lumen"
"ENSMUSG00000020163",2.09989014933519e-24,4.53133547765256,"bladder-lumen"
"ENSMUSG00000006519",6.38957819365878e-06,1.72739556446051,"bladder-lumen"
"ENSMUSG00000068523",1.98392651915445e-41,11.2614744021412,"bladder-lumen"
"ENSMUSG00000021131",2.66533874099688e-16,2.16021279558005,"bladder-lumen"
"ENSMUSG00000038489",6.06453565343438e-13,2.79887815873192,"bladder-lumen"
"ENSMUSG00000057561",1.64214849361466e-07,1.06319169253658,"bladder-lumen"
"ENSMUSG00000057863",1.06545308546507e-64,18.1699681135163,"bladder-lumen"
"ENSMUSG00000028809",3.98794442304596e-40,3.7247295356698,"bladder-lumen"
"ENSMUSG00000070319",5.66945963136436e-21,4.25774264222118,"bladder-lumen"
"ENSMUSG00000073639",0.00809164212821935,2.03160045501854,"bladder-lumen"
"ENSMUSG00000020152",0.0286066627975286,1.12575865688287,"bladder-lumen"
"ENSMUSG00000026473",0.00037190446066928,1.02915865550385,"bladder-lumen"
"ENSMUSG00000028868",3.45723888251488e-20,2.568180958608,"bladder-lumen"
"ENSMUSG00000044533",1.24638648637246e-14,1.04542032080322,"bladder-lumen"
"ENSMUSG00000076236",1.20204473202122e-100,19.2139195425119,"bladder-lumen"
"ENSMUSG00000024991",6.27338077782279e-15,1.38494677807219,"bladder-lumen"
"ENSMUSG00000025980",0.0132336388908846,1.41533403375417,"bladder-lumen"
"ENSMUSG00000047675",3.54340383581958e-49,3.09703540561654,"bladder-lumen"
"ENSMUSG00000079426",8.36317175126613e-18,1.19179829258483,"bladder-lumen"
"ENSMUSG00000022312",1.80208283198508e-16,1.58727245956662,"bladder-lumen"
"ENSMUSG00000036751",9.90177306763035e-40,6.01704947363273,"bladder-lumen"
"ENSMUSG00000008140",2.71582986727553e-08,1.47454070414633,"bladder-lumen"
"ENSMUSG00000031622",1.6372784472006e-24,5.02158064693378,"bladder-lumen"
"ENSMUSG00000041560",1.80630078789839e-17,1.19126694742788,"bladder-lumen"
"ENSMUSG00000063882",5.24625679141393e-30,4.23120080435926,"bladder-lumen"
"ENSMUSG00000021477",0.0248960824635943,1.90888323949295,"bladder-lumen"
"ENSMUSG00000028452",0.0231167386008952,4.15682317455083,"bladder-lumen"
"ENSMUSG00000032359",2.34774615291165e-30,4.15250051375952,"bladder-lumen"
"ENSMUSG00000037563",5.46750181055727e-59,8.61443814585308,"bladder-lumen"
"ENSMUSG00000030751",1.18718255107237e-09,1.04613457826739,"bladder-lumen"
"ENSMUSG00000028673",0.000116134906847616,4.20861583615616,"bladder-lumen"
"ENSMUSG00000014077",5.46294036690474e-05,1.76313443125086,"bladder-lumen"
"ENSMUSG00000075706",1.51915662480681e-21,2.11975212525246,"bladder-lumen"
"ENSMUSG00000029994",1.27677817703388e-10,1.26463604369495,"bladder-lumen"
"ENSMUSG00000055762",8.06691084455975e-36,2.86550022668828,"bladder-lumen"
"ENSMUSG00000019179",5.37428092043249e-20,1.23808894288374,"bladder-lumen"
"ENSMUSG00000003541",5.5757352781278e-14,2.28548399028939,"bladder-lumen"
"ENSMUSG00000038650",3.16835927672832e-17,1.56110079735358,"bladder-lumen"
"ENSMUSG00000025066",3.10764687107014e-31,2.33076811465936,"bladder-lumen"
"ENSMUSG00000038717",2.33299902449262e-38,7.2534461337248,"bladder-lumen"
"ENSMUSG00000019054",6.47678957593994e-20,3.66950979535345,"bladder-lumen"
"ENSMUSG00000029686",3.35617855685563e-05,1.56838703079264,"bladder-lumen"
"ENSMUSG00000044080",2.24373731312474e-14,3.10864699440689,"bladder-lumen"
"ENSMUSG00000004264",5.2733378193702e-24,3.33323866850172,"bladder-lumen"
"ENSMUSG00000019428",3.67555821776075e-11,1.07583840675839,"bladder-lumen"
"ENSMUSG00000034993",3.68709275160474e-12,1.13069417083575,"bladder-lumen"
"ENSMUSG00000036371",1.39490517879639e-34,3.55672788688249,"bladder-lumen"
"ENSMUSG00000057841",1.90396282232631e-61,6.1480866470578,"bladder-lumen"
"ENSMUSG00000028464",3.11221697121195e-12,3.30006268086711,"bladder-lumen"
"ENSMUSG00000022698",8.30122168027662e-06,1.06561909525963,"bladder-lumen"
"ENSMUSG00000005873",7.48491639146338e-37,4.56652614825762,"bladder-lumen"
"ENSMUSG00000000787",0.0328419543649902,5.03700509594716,"bladder-lumen"
"ENSMUSG00000007836",2.0600581709764e-16,2.03627113997546,"bladder-lumen"
"ENSMUSG00000055839",2.83001832627964e-32,7.3134714310509,"bladder-lumen"
"ENSMUSG00000034024",1.9724340050338e-09,1.29880086750006,"bladder-lumen"
"ENSMUSG00000093904",2.5423462510206e-22,2.23895064598489,"bladder-lumen"
"ENSMUSG00000024073",3.43924644420523e-07,1.71604794119078,"bladder-lumen"
"ENSMUSG00000025362",7.03145781494208e-49,5.79667795903626,"bladder-lumen"
"ENSMUSG00000028759",7.59316168748044e-05,1.4344118074702,"bladder-lumen"
"ENSMUSG00000070544",4.49333682328349e-41,3.56832284324586,"bladder-lumen"
"ENSMUSG00000024767",1.6324909791456e-11,1.76184659323951,"bladder-lumen"
"ENSMUSG00000018585",4.03178274902753e-37,14.8524128569136,"bladder-lumen"
"ENSMUSG00000078923",3.82150832308117e-09,1.04945236153339,"bladder-lumen"
"ENSMUSG00000026374",2.89844768960661e-11,2.67984393781861,"bladder-lumen"
"ENSMUSG00000025503",2.58624838457022e-29,3.71049411434991,"bladder-lumen"
"ENSMUSG00000036733",6.93538262642676e-12,1.35631361033461,"bladder-lumen"
"ENSMUSG00000022108",3.07315145906532e-22,2.42136965886801,"bladder-lumen"
"ENSMUSG00000029632",1.14881758002198e-22,5.21337292901918,"bladder-lumen"
"ENSMUSG00000025982",1.76548695242288e-25,2.15860782271069,"bladder-lumen"
"ENSMUSG00000024012",2.24897951109367e-18,2.12128458059408,"bladder-lumen"
"ENSMUSG00000061787",1.52331797754805e-64,9.09594139911546,"bladder-lumen"
"ENSMUSG00000002778",1.57812473033863e-06,1.18068909646194,"bladder-lumen"
"ENSMUSG00000024038",3.00480511822357e-18,2.38160680228853,"bladder-lumen"
"ENSMUSG00000067212",0.000213890902693842,1.10397683482855,"bladder-lumen"
"ENSMUSG00000021281",8.03321895111136e-13,1.32279142183893,"bladder-lumen"
"ENSMUSG00000057322",2.54346189114272e-50,12.4858413487265,"bladder-lumen"
"ENSMUSG00000042043",0.00117550547955929,2.15348769849145,"bladder-lumen"
"ENSMUSG00000039067",1.28079559975691e-18,2.47718399553158,"bladder-lumen"
"ENSMUSG00000024248",4.11054296428059e-35,2.65983287171903,"bladder-lumen"
"ENSMUSG00000053565",1.00268398812548e-35,4.87006285765407,"bladder-lumen"
"ENSMUSG00000020153",5.40360076658204e-21,5.00327190925674,"bladder-lumen"
"ENSMUSG00000025351",2.01599653858369e-10,1.62399745666716,"bladder-lumen"
"ENSMUSG00000061983",5.64968091638741e-83,9.86568802962411,"bladder-lumen"
"ENSMUSG00000028837",1.38397225084173e-21,4.65020166392464,"bladder-lumen"
"ENSMUSG00000020219",4.01697876570139e-23,4.68419330041629,"bladder-lumen"
"ENSMUSG00000073411",3.68548855005619e-19,8.00319401258231,"bladder-lumen"
"ENSMUSG00000024953",4.1187391554304e-60,7.28815210901786,"bladder-lumen"
"ENSMUSG00000068749",4.76072262146504e-14,3.52318324346592,"bladder-lumen"
"ENSMUSG00000034088",0.024209830441385,1.22216402598285,"bladder-lumen"
"ENSMUSG00000041697",1.41517068304946e-19,3.02775479687114,"bladder-lumen"
"ENSMUSG00000020458",5.57792605279505e-13,1.33285887254,"bladder-lumen"
"ENSMUSG00000029152",8.90985934847222e-09,3.46836422599627,"bladder-lumen"
"ENSMUSG00000029614",1.52470920396982e-27,2.63695126994556,"bladder-lumen"
"ENSMUSG00000033940",1.32777107793937e-14,4.0711027405793,"bladder-lumen"
"ENSMUSG00000022890",4.55813045119582e-37,5.62744385875786,"bladder-lumen"
"ENSMUSG00000023048",1.1344750204057e-26,2.32719363452884,"bladder-lumen"
"ENSMUSG00000016319",1.2149905580285e-22,3.93373555950725,"bladder-lumen"
"ENSMUSG00000086841",7.17584703986965e-07,8.54274754922988,"bladder-lumen"
"ENSMUSG00000060739",5.42371866073164e-17,2.54025268981243,"bladder-lumen"
"ENSMUSG00000026511",3.37866879544831e-12,3.9623698573021,"bladder-lumen"
"ENSMUSG00000023905",1.87884335737954e-08,3.12954661558285,"bladder-lumen"
"ENSMUSG00000050732",3.06247626166754e-27,3.21462432206147,"bladder-lumen"
"ENSMUSG00000038502",5.31630651663179e-14,1.47840269066228,"bladder-lumen"
"ENSMUSG00000022961",2.79589017070389e-14,1.9197513074395,"bladder-lumen"
"ENSMUSG00000036752",9.16502445018649e-41,4.49609129282872,"bladder-lumen"
"ENSMUSG00000028495",7.38169083943174e-27,1.84508582189929,"bladder-lumen"
"ENSMUSG00000062397",2.28227006271245e-12,2.04959866803449,"bladder-lumen"
"ENSMUSG00000022443",3.58945598843896e-07,1.26957123112505,"bladder-lumen"
"ENSMUSG00000035781",2.95181955182098e-14,1.75988289188625,"bladder-lumen"
"ENSMUSG00000019471",1.67876640061779e-10,1.37916517592693,"bladder-lumen"
"ENSMUSG00000017009",2.27577106939074e-15,1.03750046859895,"bladder-lumen"
"ENSMUSG00000023861",1.81391359847283e-05,2.29884021790039,"bladder-lumen"
"ENSMUSG00000022587",0.00446464238086722,1.12843254888213,"bladder-lumen"
"ENSMUSG00000017428",3.47745029101691e-17,1.16773942544009,"bladder-lumen"
"ENSMUSG00000093674",1.37224281131237e-74,14.0174645913736,"bladder-lumen"
"ENSMUSG00000023020",0.00126659448137213,2.89489539154184,"bladder-lumen"
"ENSMUSG00000062328",6.07761763951141e-84,11.0825261669232,"bladder-lumen"
"ENSMUSG00000007815",5.96288261526901e-08,1.07536156721286,"bladder-lumen"
"ENSMUSG00000063856",6.44594625278392e-13,1.81049786958754,"bladder-lumen"
"ENSMUSG00000018965",3.80817778292703e-05,1.23599864071885,"bladder-lumen"
"ENSMUSG00000031715",6.77379917826166e-10,1.29044397598428,"bladder-lumen"
"ENSMUSG00000022283",1.12412617271341e-57,2.63420096566827,"bladder-lumen"
"ENSMUSG00000006333",4.21490907711046e-53,3.11910655882727,"bladder-lumen"
"ENSMUSG00000024639",6.34294500608784e-05,2.26268707156862,"bladder-lumen"
"ENSMUSG00000027404",9.89312514322506e-14,2.25793769436173,"bladder-lumen"
"ENSMUSG00000021248",2.01859068893726e-15,3.0902282479742,"bladder-lumen"
"ENSMUSG00000017404",9.48773960748583e-59,5.96261095017693,"bladder-lumen"
"ENSMUSG00000004951",0.000634985051143772,1.45943173911083,"bladder-lumen"
"ENSMUSG00000020803",4.10435665984794e-15,2.84953077244647,"bladder-lumen"
"ENSMUSG00000059070",4.94361689966764e-72,9.98535928418449,"bladder-lumen"
"ENSMUSG00000073702",2.9250761855989e-114,15.9422821453938,"bladder-lumen"
"ENSMUSG00000032336",2.94792169212905e-06,2.62441899155791,"bladder-lumen"
"ENSMUSG00000048758",7.19681171138937e-55,4.50552732511852,"bladder-lumen"
"ENSMUSG00000059734",7.02567032849114e-21,3.67643441494843,"bladder-lumen"
"ENSMUSG00000025950",0.0293907441765717,2.34386555347672,"bladder-lumen"
"ENSMUSG00000032412",4.808964036958e-08,1.26657445173737,"bladder-lumen"
"ENSMUSG00000001833",0.00349179614775965,1.3046335650927,"bladder-lumen"
"ENSMUSG00000024844",3.01907930262336e-10,2.12448817542665,"bladder-lumen"
"ENSMUSG00000098274",8.39515927038497e-69,9.9902857708784,"bladder-lumen"
"ENSMUSG00000033047",4.04723647091619e-07,1.66550841559281,"bladder-lumen"
"ENSMUSG00000011752",9.55719739765331e-11,2.55175538664572,"bladder-lumen"
"ENSMUSG00000063229",3.82751622351115e-09,1.25156394558715,"bladder-lumen"
"ENSMUSG00000007564",4.54267807837827e-11,1.03885814933199,"bladder-lumen"
"ENSMUSG00000007041",1.06928567032902e-27,3.06211346787267,"bladder-lumen"
"ENSMUSG00000060860",1.6213584222165e-17,2.28984397088381,"bladder-lumen"
"ENSMUSG00000026385",4.89252508510218e-17,4.69024997055712,"bladder-lumen"
"ENSMUSG00000055943",9.67497132632394e-09,2.17386819278042,"bladder-lumen"
"ENSMUSG00000002395",2.06357257800227e-38,5.2654486459037,"bladder-lumen"
"ENSMUSG00000030869",3.35287045518146e-14,2.36481974801428,"bladder-lumen"
"ENSMUSG00000026234",2.84226008636987e-57,3.43727044404855,"bladder-lumen"
"ENSMUSG00000030007",6.38918634046942e-11,1.66804197838872,"bladder-lumen"
"ENSMUSG00000052684",8.48434756888997e-06,1.16615634661439,"bladder-lumen"
"ENSMUSG00000021134",1.40029050596193e-19,1.74096712647211,"bladder-lumen"
"ENSMUSG00000020708",6.42842328648632e-21,2.35961679421176,"bladder-lumen"
"ENSMUSG00000061032",1.69373903602009e-23,2.00627263612514,"bladder-lumen"
"ENSMUSG00000043716",3.22045369049039e-31,1.95834724676251,"bladder-lumen"
"ENSMUSG00000047250",0.00559602373118824,1.24709170780065,"bladder-lumen"
"ENSMUSG00000028788",2.0154210004604e-19,2.68947267317257,"bladder-lumen"
"ENSMUSG00000002015",3.2065560345834e-13,4.11618345859157,"bladder-lumen"
"ENSMUSG00000071076",1.21629017473375e-38,1.59212858553785,"bladder-lumen"
"ENSMUSG00000078812",1.3788928907241e-15,1.73943244832377,"bladder-lumen"
"ENSMUSG00000003161",4.12094368071312e-05,4.44756005588256,"bladder-lumen"
"ENSMUSG00000024290",3.19950788634125e-07,3.1538554946566,"bladder-lumen"
"ENSMUSG00000026434",6.8295267768063e-20,2.63845336251699,"bladder-lumen"
"ENSMUSG00000020048",0.00799599924916203,12.1514679228132,"bladder-lumen"
"ENSMUSG00000003970",1.98980159965795e-64,3.43891171436897,"bladder-lumen"
"ENSMUSG00000006005",4.19323987343472e-12,1.63084033325949,"bladder-lumen"
"ENSMUSG00000031954",1.06804199438751e-14,5.69768768337731,"bladder-lumen"
"ENSMUSG00000006699",0.000104216614209376,2.02094373473898,"bladder-lumen"
"ENSMUSG00000024646",4.00418730182289e-50,7.3181346954846,"bladder-lumen"
"ENSMUSG00000002524",1.80408728188944e-08,1.25206113646744,"bladder-lumen"
"ENSMUSG00000027215",3.32153846714748e-08,1.51190926075918,"bladder-lumen"
"ENSMUSG00000020585",2.81218335025122e-09,1.05095765270155,"bladder-lumen"
"ENSMUSG00000054766",1.68765088039938e-27,2.65344633016645,"bladder-lumen"
"ENSMUSG00000035530",1.04194254153211e-21,1.0062522794122,"bladder-lumen"
"ENSMUSG00000017721",0.0414642860220894,1.99432177833255,"bladder-lumen"
"ENSMUSG00000034341",2.95213945058338e-25,1.56676670644004,"bladder-lumen"
"ENSMUSG00000039630",0.000150567016776689,1.25781429879176,"bladder-lumen"
"ENSMUSG00000028070",4.24110312675988e-18,4.315420702381,"bladder-lumen"
"ENSMUSG00000027829",4.12572815374161e-05,1.29165963248754,"bladder-lumen"
"ENSMUSG00000017421",0.000847565714701283,1.00349866878849,"bladder-lumen"
"ENSMUSG00000046330",2.79239742575789e-56,23.6229211734403,"bladder-lumen"
"ENSMUSG00000022255",2.76959808842235e-18,1.90482790156191,"bladder-lumen"
"ENSMUSG00000056612",2.27052966197704e-55,16.1589837608151,"bladder-lumen"
"ENSMUSG00000090553",2.38661493569185e-15,4.06895532553565,"bladder-lumen"
"ENSMUSG00000025337",1.11189285048162e-22,1.7409597913184,"bladder-lumen"
"ENSMUSG00000029038",3.47826271956978e-26,5.30940825096023,"bladder-lumen"
"ENSMUSG00000031996",1.32295041791059e-15,1.21982395775022,"bladder-lumen"
"ENSMUSG00000029622",5.96613491107433e-17,2.65548720451152,"bladder-lumen"
"ENSMUSG00000000346",1.64171898938702e-09,1.23211137485626,"bladder-lumen"
"ENSMUSG00000034127",0.000148336261033179,1.25926159587297,"bladder-lumen"
"ENSMUSG00000018501",8.6325037650856e-19,2.2530146142834,"bladder-lumen"
"ENSMUSG00000022285",2.56175545203157e-06,1.57217558702289,"bladder-lumen"
