"TRANSCRIPT","MANN_WHITNEY","VARIANCE_RATIO","TISSUE"
"ENSMUSG00000024661",1.05498588625071e-14,10.8824493915853,"aorta"
"ENSMUSG00000049775",1.16683610231178e-06,2.75166583184542,"aorta"
"ENSMUSG00000008348",0.037977984437119,5.77196422995493,"aorta"
"ENSMUSG00000032399",0.000118982678723473,6.547684373487,"aorta"
"ENSMUSG00000025290",0.00010510460498456,3.51004119198066,"aorta"
"ENSMUSG00000007892",1.18954553335445e-06,6.52594938822075,"aorta"
"ENSMUSG00000037706",1.42414768740557e-13,8.22737103181358,"aorta"
"ENSMUSG00000045128",0.00017089320370915,2.55647598923288,"aorta"
"ENSMUSG00000030432",0.000103364763077059,5.71969454378993,"aorta"
"ENSMUSG00000074129",1.75272489139747e-11,15.5788904020644,"aorta"
"ENSMUSG00000050708",3.67987040447116e-08,14.4063588309164,"aorta"
"ENSMUSG00000024048",1.02659001430386e-10,10.1742599412157,"aorta"
"ENSMUSG00000028234",1.87560067966868e-05,3.62400890336634,"aorta"
"ENSMUSG00000027447",9.32811484967397e-12,3.97218996759379,"aorta"
"ENSMUSG00000028639",7.99867809517523e-08,18.6194952505517,"aorta"
"ENSMUSG00000056201",1.87063329619785e-18,48.2875899564516,"aorta"
"ENSMUSG00000029580",0.000723846112157473,1.6562571570962,"aorta"
"ENSMUSG00000024190",0.00436853056544503,26.4157445229937,"aorta"
"ENSMUSG00000027523",9.85520729574951e-06,11.8188646316125,"aorta"
"ENSMUSG00000018293",7.9518307008952e-09,4.87444857567757,"aorta"
"ENSMUSG00000071866",4.1164712982297e-05,3.02562507253402,"aorta"
"ENSMUSG00000047215",0.000114889441781442,4.11081613611769,"aorta"
"ENSMUSG00000016559",3.09054912129307e-10,6.79832365057385,"aorta"
"ENSMUSG00000030744",0.000330377048765033,5.32983375208998,"aorta"
"ENSMUSG00000049517",0.00842227372488496,3.77700808736969,"aorta"
"ENSMUSG00000035202",3.88012622554054e-25,12.3570222554459,"aorta"
"ENSMUSG00000071415",0.00796998412490648,5.08199022752484,"aorta"
"ENSMUSG00000060036",0.00586622361054061,4.14544679908065,"aorta"
"ENSMUSG00000012848",0.00408476000580978,3.7070502111208,"aorta"
"ENSMUSG00000063457",0.00990579293090551,5.77095026363035,"aorta"
"ENSMUSG00000008668",0.00018378858139217,3.78388370205575,"aorta"
"ENSMUSG00000019505",2.0589894560169e-09,11.9893315511066,"aorta"
"ENSMUSG00000090841",3.64636247210016e-06,3.86232075690059,"aorta"
"ENSMUSG00000061477",3.41900942570201e-06,4.42566266631855,"aorta"
"ENSMUSG00000031320",5.24483018481996e-05,5.35541795116703,"aorta"
"ENSMUSG00000067274",1.70511711374889e-08,4.66922319414277,"aorta"
"ENSMUSG00000040952",5.50627161678319e-05,1.81818456208857,"aorta"
"ENSMUSG00000025508",0.00834423879157629,3.0871554013549,"aorta"
"ENSMUSG00000030695",1.09336880037943e-05,9.50816677029504,"aorta"
"ENSMUSG00000038274",0.000106189038388974,3.5610291361535,"aorta"
"ENSMUSG00000008682",2.34355595751254e-05,3.14561441708957,"aorta"
"ENSMUSG00000029064",1.47505715866969e-15,66.5986517853648,"aorta"
"ENSMUSG00000032518",0.00429472895249237,1.63338902585794,"aorta"
"ENSMUSG00000057666",0.00682481431159141,3.91126024161944,"aorta"
"ENSMUSG00000028081",6.56338541111142e-06,3.47849265536958,"aorta"
"ENSMUSG00000062997",9.47476112919654e-06,4.22593657110801,"aorta"
"ENSMUSG00000052146",0.000216837452374642,2.39980269178732,"aorta"
"ENSMUSG00000060591",2.68149884635187e-23,38.9141967460006,"aorta"
"ENSMUSG00000023944",1.29660128631501e-06,5.15690043269618,"aorta"
"ENSMUSG00000012405",0.00414595461963095,6.69374121698233,"aorta"
"ENSMUSG00000031818",0.000131951402240977,5.68430508779447,"aorta"
"ENSMUSG00000036438",1.79222376383892e-05,6.77094618878155,"aorta"
"ENSMUSG00000026238",1.16010639090711e-08,5.81653048278387,"aorta"
"ENSMUSG00000041453",0.00124671578056685,2.06067888221862,"aorta"
"ENSMUSG00000024608",7.65071934552702e-05,3.49961262907839,"aorta"
"ENSMUSG00000044285",2.15092181027005e-05,8.34907042503595,"aorta"
"ENSMUSG00000060126",1.95358563581223e-08,9.22504504221879,"aorta"
"ENSMUSG00000075602",2.98482260026795e-06,8.50911074485534,"aorta"
"ENSMUSG00000026547",0.0425995491573475,3.59798835979153,"aorta"
"ENSMUSG00000009927",7.94569884155256e-06,7.18686440652048,"aorta"
"ENSMUSG00000015656",4.10158481734292e-05,2.35013583804272,"aorta"
"ENSMUSG00000092341",8.00627074517684e-09,18.6224585043703,"aorta"
"ENSMUSG00000024758",0.00261621031114328,11.0827290766359,"bladder-lumen"
"ENSMUSG00000022451",0.000297816442441871,2.80544871886456,"bladder-lumen"
"ENSMUSG00000091537",3.71112274654146e-07,3.09378123137027,"bladder-lumen"
"ENSMUSG00000024425",5.20303926078178e-07,2.45952093327888,"bladder-lumen"
"ENSMUSG00000031068",0.0150701528161319,1.00562375160867,"bladder-lumen"
"ENSMUSG00000020390",0.00961429283993275,2.59631868120514,"bladder-lumen"
"ENSMUSG00000029684",0.00410515804241729,1.76271404556052,"bladder-lumen"
"ENSMUSG00000030057",0.00037931517182231,2.08354625150774,"bladder-lumen"
"ENSMUSG00000025410",1.02163996254197e-14,1.09361349810069,"bladder-lumen"
"ENSMUSG00000090862",3.61302141408989e-08,3.58814865264692,"bladder-lumen"
"ENSMUSG00000030127",0.00125445664629015,1.2179741721119,"bladder-lumen"
"ENSMUSG00000020402",0.000139765792087422,2.02401405949705,"bladder-lumen"
"ENSMUSG00000002014",4.38290037308944e-06,1.10303918190077,"bladder-lumen"
"ENSMUSG00000009549",0.0181920116710331,1.48106064517338,"bladder-lumen"
"ENSMUSG00000026034",2.94950305018424e-21,1.79231072848225,"bladder-lumen"
"ENSMUSG00000022982",4.1093167370336e-13,63.1189087866187,"bladder-lumen"
"ENSMUSG00000019877",0.000225808491917244,6.73032496360102,"bladder-lumen"
"ENSMUSG00000029201",0.000549584266784334,1.80462920581876,"bladder-lumen"
"ENSMUSG00000029810",0.0048398445613583,2.35215285629695,"bladder-lumen"
"ENSMUSG00000041841",1.92074449338403e-53,8.72626770393563,"bladder-lumen"
"ENSMUSG00000076432",0.00135261554696521,3.93736296820883,"bladder-lumen"
"ENSMUSG00000026864",1.70082269737588e-17,7.98725781089946,"bladder-lumen"
"ENSMUSG00000061518",3.5713816895772e-35,3.99189142485536,"bladder-lumen"
"ENSMUSG00000034566",1.98732166363572e-09,2.68589975895946,"bladder-lumen"
"ENSMUSG00000021576",0.00677943971698051,1.11557737014439,"bladder-lumen"
"ENSMUSG00000001627",2.41166180192419e-13,6.89261937901829,"bladder-lumen"
"ENSMUSG00000035569",2.17112442421594e-14,1.4060703301937,"bladder-lumen"
"ENSMUSG00000022812",6.69431985846046e-13,1.91050848526989,"bladder-lumen"
"ENSMUSG00000026353",0.0142000820238389,1.05537268773661,"bladder-lumen"
"ENSMUSG00000006356",0.010698803050865,1.4807645187305,"bladder-lumen"
"ENSMUSG00000060802",2.1089799714411e-09,8.73660744201675,"bladder-lumen"
"ENSMUSG00000041126",4.43710791757328e-08,1.58910440425022,"bladder-lumen"
"ENSMUSG00000018770",1.15819094446062e-10,2.93730034340757,"bladder-lumen"
"ENSMUSG00000046223",1.7364848948659e-13,1.86941156044417,"bladder-lumen"
"ENSMUSG00000014313",9.77971217611083e-22,3.73536548676082,"bladder-lumen"
"ENSMUSG00000045983",0.034286610309348,1.59269438466936,"bladder-lumen"
"ENSMUSG00000030754",2.16178729288692e-15,1.71515723906511,"bladder-lumen"
"ENSMUSG00000035851",3.17434359686445e-06,2.27450671837179,"bladder-lumen"
"ENSMUSG00000041571",4.38950348366675e-07,1.42454676123722,"bladder-lumen"
"ENSMUSG00000017843",1.11479144388226e-14,1.32094564575034,"bladder-lumen"
"ENSMUSG00000026895",2.10253650900979e-05,2.17159879153638,"bladder-lumen"
"ENSMUSG00000063015",3.27488741432009e-14,2.19863274469727,"bladder-lumen"
"ENSMUSG00000028416",0.00152083223773638,1.68214379515031,"bladder-lumen"
"ENSMUSG00000079658",0.00561305653011278,2.40806465634914,"bladder-lumen"
"ENSMUSG00000020163",2.80776644344166e-26,3.4035331518286,"bladder-lumen"
"ENSMUSG00000006519",0.00102696592700974,1.83511330148474,"bladder-lumen"
"ENSMUSG00000068523",1.82319299293927e-09,5.08544887012947,"bladder-lumen"
"ENSMUSG00000038489",2.58509734114543e-24,1.66106061740373,"bladder-lumen"
"ENSMUSG00000057561",0.000793838174347468,4.02953531786484,"bladder-lumen"
"ENSMUSG00000057863",2.38684504059793e-26,7.20080720173096,"bladder-lumen"
"ENSMUSG00000028809",3.3889940267328e-09,1.40630034090561,"bladder-lumen"
"ENSMUSG00000073639",0.00017728955220522,3.93332579385083,"bladder-lumen"
"ENSMUSG00000020152",0.00037176107183522,1.10179806473612,"bladder-lumen"
"ENSMUSG00000028868",2.37862326676824e-07,1.48163641223247,"bladder-lumen"
"ENSMUSG00000076236",2.58800156403047e-51,7.09858757548318,"bladder-lumen"
"ENSMUSG00000024991",3.60758565685858e-06,1.22457623156329,"bladder-lumen"
"ENSMUSG00000025980",0.0166093890934999,3.34118156872333,"bladder-lumen"
"ENSMUSG00000037857",8.78582900291987e-12,1.11899807906827,"bladder-lumen"
"ENSMUSG00000047675",1.13367506155328e-17,2.32749663085922,"bladder-lumen"
"ENSMUSG00000022312",0.00477635861226151,1.47673466410524,"bladder-lumen"
"ENSMUSG00000064373",8.29944200549856e-11,1.81332839254071,"bladder-lumen"
"ENSMUSG00000036751",6.32943440624575e-20,3.41360392949762,"bladder-lumen"
"ENSMUSG00000016534",0.00170561068607232,3.20332521537329,"bladder-lumen"
"ENSMUSG00000031622",0.000257605299998339,1.10829738089622,"bladder-lumen"
"ENSMUSG00000041560",0.00768164651151858,1.96070696907271,"bladder-lumen"
"ENSMUSG00000023004",0.0155862165519837,2.37229399622827,"bladder-lumen"
"ENSMUSG00000063882",0.000618410438751324,1.43159328295993,"bladder-lumen"
"ENSMUSG00000021477",1.56492055662243e-05,4.06186475331066,"bladder-lumen"
"ENSMUSG00000028452",0.000138458167194799,4.9168843415375,"bladder-lumen"
"ENSMUSG00000037563",7.0538319511943e-25,5.84824247752985,"bladder-lumen"
"ENSMUSG00000028673",0.0124205270908154,1.16061378723345,"bladder-lumen"
"ENSMUSG00000014077",4.98155456307322e-13,1.65792513687374,"bladder-lumen"
"ENSMUSG00000075706",3.1990227042291e-05,1.10808871060271,"bladder-lumen"
"ENSMUSG00000019179",0.00109824171918724,1.64801675601828,"bladder-lumen"
"ENSMUSG00000003541",8.09345851906739e-06,5.61689858911455,"bladder-lumen"
"ENSMUSG00000025066",0.0111056704400687,1.07307836664589,"bladder-lumen"
"ENSMUSG00000038717",0.00902763141190059,3.39844463560673,"bladder-lumen"
"ENSMUSG00000019054",0.0281786309503653,1.28602286385011,"bladder-lumen"
"ENSMUSG00000029686",1.59184195144608e-10,2.86636973145122,"bladder-lumen"
"ENSMUSG00000052681",0.0166401289526927,8.4293322568146,"bladder-lumen"
"ENSMUSG00000044080",3.10845294165815e-06,1.61616753847009,"bladder-lumen"
"ENSMUSG00000030847",4.96179038537362e-05,10.0699332291691,"bladder-lumen"
"ENSMUSG00000022200",5.08006057157772e-09,2.41181862071629,"bladder-lumen"
"ENSMUSG00000034993",3.4779202368714e-30,4.96178230909307,"bladder-lumen"
"ENSMUSG00000036371",0.00382852276978211,1.07949578452946,"bladder-lumen"
"ENSMUSG00000057841",9.50764988164796e-13,3.82045938421315,"bladder-lumen"
"ENSMUSG00000028464",0.00448286893820708,1.17742502150465,"bladder-lumen"
"ENSMUSG00000000787",3.11337457783177e-11,10.241108593346,"bladder-lumen"
"ENSMUSG00000007836",3.83004615792943e-07,1.55645656435246,"bladder-lumen"
"ENSMUSG00000018932",2.38185524711876e-07,5.43918886422884,"bladder-lumen"
"ENSMUSG00000055839",1.65544210781382e-23,5.19801256764057,"bladder-lumen"
"ENSMUSG00000034024",0.00378885435491784,2.12794737235312,"bladder-lumen"
"ENSMUSG00000093904",0.00170807480833123,1.01647621307514,"bladder-lumen"
"ENSMUSG00000024073",5.35227186394729e-17,1.84044737617933,"bladder-lumen"
"ENSMUSG00000025362",2.05039300452617e-27,5.82457198862476,"bladder-lumen"
"ENSMUSG00000028759",6.08200708513153e-18,2.80425205292598,"bladder-lumen"
"ENSMUSG00000070544",6.52355379119378e-05,1.16268870715855,"bladder-lumen"
"ENSMUSG00000024767",0.0094659882145433,2.19634058951744,"bladder-lumen"
"ENSMUSG00000018585",1.35885976890412e-19,7.06609434185371,"bladder-lumen"
"ENSMUSG00000078923",4.51887961151538e-06,2.13027520603187,"bladder-lumen"
"ENSMUSG00000026374",1.96877335234359e-07,1.04713991632001,"bladder-lumen"
"ENSMUSG00000033161",0.0205966093889685,1.56980716644822,"bladder-lumen"
"ENSMUSG00000025503",0.00576834705893685,2.27393931646254,"bladder-lumen"
"ENSMUSG00000022477",0.000378607476863362,3.79702107801302,"bladder-lumen"
"ENSMUSG00000033306",8.72603935087379e-20,2.40393148336868,"bladder-lumen"
"ENSMUSG00000029632",9.25505966159159e-15,3.35014165074715,"bladder-lumen"
"ENSMUSG00000025982",3.40448398532726e-06,2.16521185400044,"bladder-lumen"
"ENSMUSG00000024012",4.50857978553195e-18,1.37970637742464,"bladder-lumen"
"ENSMUSG00000061787",1.09296164597379e-22,4.19087939693532,"bladder-lumen"
"ENSMUSG00000024038",5.51773313320723e-33,3.61571609192181,"bladder-lumen"
"ENSMUSG00000067212",0.0162387215384687,2.53341583849849,"bladder-lumen"
"ENSMUSG00000021281",0.0270659577125773,3.34469820250742,"bladder-lumen"
"ENSMUSG00000057322",1.22733045922434e-64,6.3834065783627,"bladder-lumen"
"ENSMUSG00000042043",3.83643548087391e-12,3.38480089908708,"bladder-lumen"
"ENSMUSG00000020153",2.72357089183882e-05,3.13451405573201,"bladder-lumen"
"ENSMUSG00000025351",9.88171011203223e-07,1.01449006137532,"bladder-lumen"
"ENSMUSG00000061983",1.11939042078201e-74,4.28523286412863,"bladder-lumen"
"ENSMUSG00000020219",1.91880688461932e-14,2.91775196222177,"bladder-lumen"
"ENSMUSG00000073411",9.13836902830403e-25,2.11957450573906,"bladder-lumen"
"ENSMUSG00000024953",8.29637956250687e-06,2.71711030379388,"bladder-lumen"
"ENSMUSG00000068749",0.000609387736489687,1.35338202766354,"bladder-lumen"
"ENSMUSG00000034088",1.45750974003529e-13,1.9641143329693,"bladder-lumen"
"ENSMUSG00000041697",4.77401894402898e-20,1.40796463478837,"bladder-lumen"
"ENSMUSG00000030062",0.00232018179880592,1.78843227118243,"bladder-lumen"
"ENSMUSG00000020458",4.81810148731145e-12,3.30690929140597,"bladder-lumen"
"ENSMUSG00000029152",5.16244004278848e-05,1.2074943088285,"bladder-lumen"
"ENSMUSG00000029614",0.0315661336888824,1.6930142190918,"bladder-lumen"
"ENSMUSG00000033940",0.00480406056042623,1.23481962412835,"bladder-lumen"
"ENSMUSG00000022890",1.711318350121e-15,4.70595526749721,"bladder-lumen"
"ENSMUSG00000023048",8.1366024139206e-26,1.11950990317645,"bladder-lumen"
"ENSMUSG00000016319",2.24465090791264e-06,1.52678932305171,"bladder-lumen"
"ENSMUSG00000086841",1.08525506769806e-12,3.92683818756823,"bladder-lumen"
"ENSMUSG00000060739",6.16615738591368e-12,1.46262505300551,"bladder-lumen"
"ENSMUSG00000026511",0.000195304833398202,1.28192663530107,"bladder-lumen"
"ENSMUSG00000023905",1.98293403463773e-37,1.25856604787589,"bladder-lumen"
"ENSMUSG00000021427",6.09346125866261e-07,1.72252429474571,"bladder-lumen"
"ENSMUSG00000035621",6.27161565858545e-12,12.9859164379946,"bladder-lumen"
"ENSMUSG00000038502",1.16857869963883e-09,1.73015628478243,"bladder-lumen"
"ENSMUSG00000022961",1.34885865937426e-24,3.02542855919086,"bladder-lumen"
"ENSMUSG00000036752",0.000350635623623052,1.31270931179522,"bladder-lumen"
"ENSMUSG00000022443",8.96026096028392e-26,1.27612907374263,"bladder-lumen"
"ENSMUSG00000031278",0.00413733645214102,1.62158614241962,"bladder-lumen"
"ENSMUSG00000019471",0.0232351630793098,1.55501602198161,"bladder-lumen"
"ENSMUSG00000017009",0.000183829516992948,2.14964441050292,"bladder-lumen"
"ENSMUSG00000022587",0.00290016828366073,2.35517311483303,"bladder-lumen"
"ENSMUSG00000093674",7.82899425161163e-46,10.2942911623277,"bladder-lumen"
"ENSMUSG00000023020",1.76883776216419e-08,2.11159136045963,"bladder-lumen"
"ENSMUSG00000062328",4.54516630043294e-13,6.62889568941739,"bladder-lumen"
"ENSMUSG00000031715",2.47890922919635e-08,2.42593208437236,"bladder-lumen"
"ENSMUSG00000022283",1.29614062182426e-13,1.30813206303641,"bladder-lumen"
"ENSMUSG00000024639",2.77788241707279e-05,1.11819291007088,"bladder-lumen"
"ENSMUSG00000017404",0.00302013383370293,2.15927132380753,"bladder-lumen"
"ENSMUSG00000020803",1.07826987586619e-05,1.63434727884958,"bladder-lumen"
"ENSMUSG00000074698",4.78551441528996e-05,1.24024761502668,"bladder-lumen"
"ENSMUSG00000059070",2.97174037276868e-08,3.19181851212498,"bladder-lumen"
"ENSMUSG00000020315",7.19541477647702e-26,4.32133093143949,"bladder-lumen"
"ENSMUSG00000073702",8.16412791716383e-60,4.78821334388446,"bladder-lumen"
"ENSMUSG00000032336",1.67750929187326e-24,6.23117046596095,"bladder-lumen"
"ENSMUSG00000048758",7.298050682201e-11,3.97954376097098,"bladder-lumen"
"ENSMUSG00000059734",6.74362136972377e-06,2.14735747151064,"bladder-lumen"
"ENSMUSG00000025950",0.00154470497408279,1.32899869443413,"bladder-lumen"
"ENSMUSG00000024844",1.85008217236088e-06,2.20024329617154,"bladder-lumen"
"ENSMUSG00000098274",1.10244049333203e-11,3.01661669480852,"bladder-lumen"
"ENSMUSG00000033047",0.00207243170806975,1.49369546378058,"bladder-lumen"
"ENSMUSG00000011752",0.0221551737812097,1.88436113025467,"bladder-lumen"
"ENSMUSG00000063229",3.78817749339023e-12,1.51181462338904,"bladder-lumen"
"ENSMUSG00000007564",0.00122061022519139,2.0593954960033,"bladder-lumen"
"ENSMUSG00000007041",8.2233126847999e-07,2.94612196539515,"bladder-lumen"
"ENSMUSG00000020456",1.00435377232367e-07,4.02219005739775,"bladder-lumen"
"ENSMUSG00000002395",0.00159218164317501,1.8443880702656,"bladder-lumen"
"ENSMUSG00000030869",1.02410488210706e-08,2.2009340201728,"bladder-lumen"
"ENSMUSG00000052684",2.53865076228527e-09,1.38340055301854,"bladder-lumen"
"ENSMUSG00000021134",0.0100059850503198,2.39706550511769,"bladder-lumen"
"ENSMUSG00000020708",0.000633322617083002,1.04137413511543,"bladder-lumen"
"ENSMUSG00000061032",0.0264190510777876,1.45400672877624,"bladder-lumen"
"ENSMUSG00000004207",5.8793024147046e-05,5.26803950619804,"bladder-lumen"
"ENSMUSG00000021939",2.3993028164539e-17,3.43124289415905,"bladder-lumen"
"ENSMUSG00000026775",1.0650375622605e-11,1.08533070929365,"bladder-lumen"
"ENSMUSG00000071076",2.13257621333665e-09,8.8377934583972,"bladder-lumen"
"ENSMUSG00000078812",8.92802148970494e-14,1.73994271383095,"bladder-lumen"
"ENSMUSG00000003161",0.0268982764394894,1.05678490661127,"bladder-lumen"
"ENSMUSG00000024290",1.85808213574768e-11,1.65055595794244,"bladder-lumen"
"ENSMUSG00000026434",1.64203857319072e-05,1.45045902598415,"bladder-lumen"
"ENSMUSG00000003970",0.0027652483007211,1.61257368140089,"bladder-lumen"
"ENSMUSG00000006005",1.39837053289056e-10,1.6926585690925,"bladder-lumen"
"ENSMUSG00000031954",2.07130263608469e-11,1.76955744307502,"bladder-lumen"
"ENSMUSG00000021218",8.45867506810715e-06,3.93043845796361,"bladder-lumen"
"ENSMUSG00000027215",5.10480104263057e-07,2.47659965053592,"bladder-lumen"
"ENSMUSG00000020585",5.45855383875116e-10,3.3036652473068,"bladder-lumen"
"ENSMUSG00000035530",4.82593543322076e-13,1.14335605957116,"bladder-lumen"
"ENSMUSG00000017721",1.24989569210442e-05,1.18507215371342,"bladder-lumen"
"ENSMUSG00000034341",5.83604922212492e-09,1.7079487962579,"bladder-lumen"
"ENSMUSG00000039630",3.12535250671358e-10,1.85957846960206,"bladder-lumen"
"ENSMUSG00000028070",2.71392229641501e-05,2.24777928245286,"bladder-lumen"
"ENSMUSG00000027829",1.28172497695255e-07,2.61321331814629,"bladder-lumen"
"ENSMUSG00000017421",6.7771861754209e-11,1.42768929465998,"bladder-lumen"
"ENSMUSG00000046330",4.56401237931363e-48,9.42556298012644,"bladder-lumen"
"ENSMUSG00000022255",0.00830917848432547,1.9272223743212,"bladder-lumen"
"ENSMUSG00000056612",3.51428900257573e-32,6.27357172824681,"bladder-lumen"
"ENSMUSG00000090553",4.39882484569665e-18,3.84359707844239,"bladder-lumen"
"ENSMUSG00000029038",1.34109618050481e-05,1.48482192886518,"bladder-lumen"
"ENSMUSG00000029622",2.44964972854072e-14,1.29068076180085,"bladder-lumen"
"ENSMUSG00000000346",8.69193303925732e-06,1.01277773010062,"bladder-lumen"
"ENSMUSG00000018501",3.38501794027988e-13,1.01663165555884,"bladder-lumen"
"ENSMUSG00000022285",1.00738284902295e-06,2.47418619161313,"bladder-lumen"
"ENSMUSG00000036241",1.38340918005651e-11,1.76680989780647,"bladder-lumen"
"ENSMUSG00000031848",0.0321887790481968,1.25203090848694,"bladder-lumen"
"ENSMUSG00000004044",1.5803652518436e-09,4.23708697213918,"bladder-lumen"
"ENSMUSG00000025580",0.0150318960852539,1.04730378761787,"bladder-lumen"
"ENSMUSG00000003429",1.42214851735867e-07,4.65637863138594,"bladder-lumen"
"ENSMUSG00000025428",0.0073994580705878,1.42471984291892,"bladder-lumen"
"ENSMUSG00000030738",0.00295616095505429,2.67687524558663,"bladder-lumen"
"ENSMUSG00000017466",1.55787515380783e-12,6.03020473568902,"bladder-lumen"
"ENSMUSG00000090258",2.50434686270713e-18,2.70070633157146,"bladder-lumen"
"ENSMUSG00000094483",2.29556845872602e-12,1.78606504013349,"bladder-lumen"
"ENSMUSG00000024975",2.30309295194946e-41,4.5831151439087,"bladder-lumen"
"ENSMUSG00000022450",9.514711916498e-14,7.91647924718425,"bladder-lumen"
"ENSMUSG00000028161",3.09211044864719e-13,1.11457235510325,"bladder-lumen"
"ENSMUSG00000035242",0.000135862194526452,1.84807067885482,"bladder-lumen"
"ENSMUSG00000094724",0.000329843962104172,1.58819679418648,"bladder-lumen"
"ENSMUSG00000093989",1.50548068236273e-07,1.2426744734291,"bladder-lumen"
"ENSMUSG00000073616",3.44245311414567e-41,7.77402900552414,"bladder-lumen"
"ENSMUSG00000026020",0.000841400539768689,3.72000989609125,"bladder-lumen"
"ENSMUSG00000006050",3.16398688778881e-05,2.08046992468382,"bladder-lumen"
"ENSMUSG00000028266",8.86332889633494e-07,2.83319513957038,"bladder-lumen"
"ENSMUSG00000018583",0.00271860149100204,2.31598074749131,"bladder-lumen"
"ENSMUSG00000024912",1.04276675432833e-38,3.84599402625517,"bladder-lumen"
"ENSMUSG00000028618",4.73841017722916e-06,1.23655603246959,"bladder-lumen"
"ENSMUSG00000020849",2.15968044817117e-11,2.32120277136096,"bladder-lumen"
"ENSMUSG00000044786",4.88658475134966e-07,20.9940832804076,"bladder-lumen"
"ENSMUSG00000048915",7.38836257081166e-06,1.08688615974805,"bladder-lumen"
"ENSMUSG00000002416",4.03891370100735e-19,3.9528727461783,"bladder-lumen"
"ENSMUSG00000036461",1.09152671440147e-08,2.54760175105478,"bladder-lumen"
"ENSMUSG00000022139",0.0126233175870426,3.51016990620317,"bladder-lumen"
"ENSMUSG00000049751",2.96255781107591e-11,1.48892630246027,"bladder-lumen"
"ENSMUSG00000036112",0.00474180477674956,1.47918875186433,"bladder-lumen"
"ENSMUSG00000070394",2.89364673408401e-43,5.08601145115677,"bladder-lumen"
"ENSMUSG00000010376",1.0259071699461e-07,2.03054053688755,"bladder-lumen"
"ENSMUSG00000062647",1.12412438707056e-15,2.38264406602477,"bladder-lumen"
"ENSMUSG00000025544",2.3844443857982e-05,8.38198150865786,"bladder-lumen"
"ENSMUSG00000022500",0.0333566762749737,3.48937074953947,"bladder-lumen"
"ENSMUSG00000032959",8.36419369681461e-09,1.30664449917872,"bladder-lumen"
"ENSMUSG00000068396",1.96998882792812e-20,7.32067408549054,"bladder-lumen"
"ENSMUSG00000024603",2.33591945966358e-10,3.59394462867493,"bladder-lumen"
"ENSMUSG00000032301",1.82789467250532e-05,1.65655556668242,"bladder-lumen"
"ENSMUSG00000050335",0.000241184683471916,1.21829653554062,"bladder-lumen"
"ENSMUSG00000021025",7.7511499513648e-06,3.08168113115111,"bladder-lumen"
"ENSMUSG00000026083",4.21021166026655e-06,2.45256847263727,"bladder-lumen"
"ENSMUSG00000090733",5.3196622893392e-31,8.66799128752175,"bladder-lumen"
"ENSMUSG00000029649",0.000823392521851644,2.17136018362635,"bladder-lumen"
"ENSMUSG00000020719",7.27458436254887e-08,7.69800883643347,"bladder-lumen"
