"TRANSCRIPT","MANN_WHITNEY","VARIANCE_RATIO","TISSUE"
"ENSMUSG00000049775",6.7116555568111e-24,10.550451894969,"aorta"
"ENSMUSG00000008348",3.25005468853847e-07,7.52031245902882,"aorta"
"ENSMUSG00000032399",1.36067450726132e-13,40.8069359330145,"aorta"
"ENSMUSG00000025290",2.83684910290555e-17,15.0482419874779,"aorta"
"ENSMUSG00000007892",2.24415015943918e-11,18.5928645513083,"aorta"
"ENSMUSG00000037706",2.0658747919015e-07,57.0674391666428,"aorta"
"ENSMUSG00000045128",2.4391910990731e-21,15.0664070904378,"aorta"
"ENSMUSG00000030432",8.960278654595e-13,19.5480600872938,"aorta"
"ENSMUSG00000074129",4.70759149722874e-36,154.596045267597,"aorta"
"ENSMUSG00000050708",3.86306567112967e-17,49.1470552296682,"aorta"
"ENSMUSG00000024048",2.11153475670315e-25,77.3805511441699,"aorta"
"ENSMUSG00000028234",2.8646441013397e-20,25.3450488180311,"aorta"
"ENSMUSG00000027447",7.15568688680226e-08,7.08267898362642,"aorta"
"ENSMUSG00000028639",3.33187288254251e-32,216.623940914901,"aorta"
"ENSMUSG00000056201",1.73042349595471e-34,210.196466690047,"aorta"
"ENSMUSG00000029580",1.12100241998816e-15,6.96662892582777,"aorta"
"ENSMUSG00000020372",2.16441165125189e-11,90.8547926150975,"aorta"
"ENSMUSG00000024190",4.0007603910791e-14,59.8761600258721,"aorta"
"ENSMUSG00000027523",4.1039644545311e-12,34.0134755695239,"aorta"
"ENSMUSG00000018293",2.85520061047692e-14,39.6610170890249,"aorta"
"ENSMUSG00000058558",9.03040389221689e-06,58.9992292099731,"aorta"
"ENSMUSG00000071866",1.06486345315511e-10,12.4207402550976,"aorta"
"ENSMUSG00000047215",9.94912462971372e-14,28.7347830067883,"aorta"
"ENSMUSG00000016559",4.70347709842322e-12,114.54392708694,"aorta"
"ENSMUSG00000030744",9.73579202233624e-21,55.6268563091704,"aorta"
"ENSMUSG00000034994",5.12148606721357e-06,21.1930444277269,"aorta"
"ENSMUSG00000049517",9.49968567421815e-09,12.271309284308,"aorta"
"ENSMUSG00000035202",0.0141872986582348,3.58106354425326,"aorta"
"ENSMUSG00000071415",7.12080208471724e-09,20.1761716180872,"aorta"
"ENSMUSG00000060036",3.34668038343203e-22,44.7605579252799,"aorta"
"ENSMUSG00000012848",1.58025784342626e-15,32.3681739842934,"aorta"
"ENSMUSG00000063457",3.50599921697099e-07,10.6114984728795,"aorta"
"ENSMUSG00000008668",6.52397930979749e-14,32.3476632129012,"aorta"
"ENSMUSG00000019505",3.30115281964687e-24,44.4526171265785,"aorta"
"ENSMUSG00000090841",2.23995140237604e-10,23.5911244376334,"aorta"
"ENSMUSG00000061477",1.19352993467455e-13,56.2483423858005,"aorta"
"ENSMUSG00000031320",1.96270143050052e-12,29.7396481863896,"aorta"
"ENSMUSG00000067274",1.36113049216842e-24,57.1121303151266,"aorta"
"ENSMUSG00000090137",6.16061674264161e-06,14.7325644867849,"aorta"
"ENSMUSG00000040952",4.54422938614071e-12,13.9503135587052,"aorta"
"ENSMUSG00000025508",1.13234649606002e-08,12.8937161150745,"aorta"
"ENSMUSG00000030695",1.15618506977737e-06,38.9302399316729,"aorta"
"ENSMUSG00000038274",2.0032504331333e-05,8.29483776312062,"aorta"
"ENSMUSG00000008682",7.55192402416824e-10,14.012695852012,"aorta"
"ENSMUSG00000029064",1.24267272168317e-31,215.984909171532,"aorta"
"ENSMUSG00000032518",3.1796340492399e-10,21.6846576750581,"aorta"
"ENSMUSG00000057666",4.0149664210749e-14,32.1742635158675,"aorta"
"ENSMUSG00000028081",3.05948917000869e-18,40.7787330752528,"aorta"
"ENSMUSG00000062997",6.40512016280653e-15,17.1146414445937,"aorta"
"ENSMUSG00000052146",1.59529797868207e-14,25.1883872680684,"aorta"
"ENSMUSG00000060591",3.92998531846686e-21,281.494082990182,"aorta"
"ENSMUSG00000023944",1.3303631918999e-07,14.3595858177588,"aorta"
"ENSMUSG00000012405",2.10028573841431e-06,30.4893419061573,"aorta"
"ENSMUSG00000067288",2.8729115695149e-05,7.98677122752522,"aorta"
"ENSMUSG00000032562",3.10460126832333e-14,57.0631626278545,"aorta"
"ENSMUSG00000031818",3.6697297060491e-14,42.129049999474,"aorta"
"ENSMUSG00000036438",1.80128181302752e-07,98.790549670308,"aorta"
"ENSMUSG00000026238",1.6502945704563e-29,41.7618125938107,"aorta"
"ENSMUSG00000041453",6.1680192129533e-15,21.7757705798805,"aorta"
"ENSMUSG00000024608",5.85852508430527e-19,25.7859430776872,"aorta"
"ENSMUSG00000044285",1.66569047521703e-26,93.5460984110521,"aorta"
"ENSMUSG00000060126",2.6325830416623e-24,54.2968607676571,"aorta"
"ENSMUSG00000075602",2.1420470453389e-12,54.4519627108327,"aorta"
"ENSMUSG00000026547",1.32094388285456e-14,38.6346700639255,"aorta"
"ENSMUSG00000025393",1.52985206321302e-10,22.3211771893053,"aorta"
"ENSMUSG00000009927",0.000568796269309764,13.4665666640607,"aorta"
"ENSMUSG00000015656",4.55246145002142e-15,5.1629411642674,"aorta"
"ENSMUSG00000023010",0.0126972446540976,7.01476227071317,"aorta"
"ENSMUSG00000092341",1.86465525954176e-11,25.1575817068678,"aorta"
"ENSMUSG00000029422",1.30237245291086e-15,5.51452013227743,"bladder-lumen"
"ENSMUSG00000026878",8.96675278992041e-31,5.42150711131627,"bladder-lumen"
"ENSMUSG00000020570",6.05671894462108e-05,1.43494788983207,"bladder-lumen"
"ENSMUSG00000068882",6.38231382904413e-39,2.30128370425171,"bladder-lumen"
"ENSMUSG00000024758",2.46880842251473e-05,6.34833979995314,"bladder-lumen"
"ENSMUSG00000022451",1.56261810641137e-13,1.08736171614752,"bladder-lumen"
"ENSMUSG00000091537",2.41964956978315e-11,1.76214795226466,"bladder-lumen"
"ENSMUSG00000032231",3.66893007850754e-19,1.82973602392672,"bladder-lumen"
"ENSMUSG00000024425",5.7848387970377e-40,4.22797907359739,"bladder-lumen"
"ENSMUSG00000031068",4.30074217665318e-11,3.24395890666866,"bladder-lumen"
"ENSMUSG00000005354",2.01782454827733e-37,12.5579379367482,"bladder-lumen"
"ENSMUSG00000020390",3.18249015152499e-18,2.19021525510431,"bladder-lumen"
"ENSMUSG00000029684",5.76596802456662e-43,6.72533059398892,"bladder-lumen"
"ENSMUSG00000030057",2.85703044223585e-61,2.68909923487646,"bladder-lumen"
"ENSMUSG00000025410",7.55256951375475e-05,1.36993234551723,"bladder-lumen"
"ENSMUSG00000060803",6.57896153426201e-52,1.29031769545546,"bladder-lumen"
"ENSMUSG00000090862",2.91904922894378e-67,2.61172895591893,"bladder-lumen"
"ENSMUSG00000033379",2.93647895493806e-19,1.09350158263505,"bladder-lumen"
"ENSMUSG00000030127",1.3299412077984e-18,1.93545628120275,"bladder-lumen"
"ENSMUSG00000020402",2.34357338399346e-12,3.29797808846661,"bladder-lumen"
"ENSMUSG00000002014",1.06332281418748e-10,2.27250504642566,"bladder-lumen"
"ENSMUSG00000009549",8.72149597756225e-10,1.68545807016275,"bladder-lumen"
"ENSMUSG00000026701",3.91560919409784e-43,1.71977396779807,"bladder-lumen"
"ENSMUSG00000022982",5.43144203147646e-31,6.39674601731021,"bladder-lumen"
"ENSMUSG00000019877",2.6004770171819e-23,1.36541407742281,"bladder-lumen"
"ENSMUSG00000029201",1.6506667088343e-08,1.05103416883932,"bladder-lumen"
"ENSMUSG00000029810",4.07021552819497e-19,1.92763261903107,"bladder-lumen"
"ENSMUSG00000041841",8.49513371216636e-05,1.43515567381783,"bladder-lumen"
"ENSMUSG00000021876",3.20000484933782e-19,5.90000218539208,"bladder-lumen"
"ENSMUSG00000027808",2.1578068555876e-06,1.102602939581,"bladder-lumen"
"ENSMUSG00000076432",1.86498881699012e-07,2.35585295399404,"bladder-lumen"
"ENSMUSG00000032966",4.47388459973588e-13,4.50109038355645,"bladder-lumen"
"ENSMUSG00000035027",1.44829787073128e-30,6.11039118283623,"bladder-lumen"
"ENSMUSG00000026864",0.00423093574500348,1.28091073208059,"bladder-lumen"
"ENSMUSG00000061518",1.09405346205604e-08,2.45367324808057,"bladder-lumen"
"ENSMUSG00000034566",2.04225018970485e-23,3.3326060553643,"bladder-lumen"
"ENSMUSG00000021576",2.57205512997863e-18,3.14087482209748,"bladder-lumen"
"ENSMUSG00000001627",5.62626863523887e-16,3.86718266311974,"bladder-lumen"
"ENSMUSG00000035569",2.56320141490779e-15,2.16217475166883,"bladder-lumen"
"ENSMUSG00000026353",2.41892380112156e-30,4.98861792523319,"bladder-lumen"
"ENSMUSG00000006356",1.54177787238342e-25,1.86320969131312,"bladder-lumen"
"ENSMUSG00000060802",4.89019449344604e-32,21.6659143169172,"bladder-lumen"
"ENSMUSG00000041126",0.00227789022484124,1.33143726763149,"bladder-lumen"
"ENSMUSG00000047547",8.47805106533386e-50,4.27940777154005,"bladder-lumen"
"ENSMUSG00000060743",1.95707036946564e-15,6.5543776969916,"bladder-lumen"
"ENSMUSG00000018770",6.5072038321883e-38,2.65933126098466,"bladder-lumen"
"ENSMUSG00000030654",4.20329082084861e-36,1.74043310965004,"bladder-lumen"
"ENSMUSG00000024712",1.0688325077342e-07,2.89283780016649,"bladder-lumen"
"ENSMUSG00000046223",2.60865550500993e-43,1.60300680569875,"bladder-lumen"
"ENSMUSG00000014313",5.82430168855196e-12,1.65874694323849,"bladder-lumen"
"ENSMUSG00000062825",1.69861570400468e-51,3.23254349359205,"bladder-lumen"
"ENSMUSG00000045983",1.01960606639643e-12,1.90300758042689,"bladder-lumen"
"ENSMUSG00000030754",9.54688698170587e-08,2.04140112731886,"bladder-lumen"
"ENSMUSG00000035851",4.81294143497854e-27,4.28009859829714,"bladder-lumen"
"ENSMUSG00000041571",1.3886542341472e-66,1.565412339505,"bladder-lumen"
"ENSMUSG00000009013",0.00253301940839957,2.40889072951634,"bladder-lumen"
"ENSMUSG00000017843",0.00228585192756807,1.19557019361397,"bladder-lumen"
"ENSMUSG00000026895",6.81615001188267e-08,6.13445829978825,"bladder-lumen"
"ENSMUSG00000028797",8.64954585478394e-28,1.69898001328969,"bladder-lumen"
"ENSMUSG00000063015",0.000285732869178228,2.04440705549314,"bladder-lumen"
"ENSMUSG00000024927",0.000474721974818519,2.12688605452012,"bladder-lumen"
"ENSMUSG00000038806",2.10125161920507e-21,4.36173574017618,"bladder-lumen"
"ENSMUSG00000028416",4.61580638211622e-33,2.46074224565906,"bladder-lumen"
"ENSMUSG00000029229",2.14703566236602e-10,1.46312470052659,"bladder-lumen"
"ENSMUSG00000079658",3.78394754881356e-08,5.71938703588291,"bladder-lumen"
"ENSMUSG00000032199",0.000293353127947386,1.14931021894763,"bladder-lumen"
"ENSMUSG00000020163",0.000120825648025039,1.33136222728374,"bladder-lumen"
"ENSMUSG00000006519",3.46957992577705e-17,3.16996657726722,"bladder-lumen"
"ENSMUSG00000068523",1.18838169880416e-29,2.21445042310582,"bladder-lumen"
"ENSMUSG00000021131",6.66448297275389e-27,1.27638842772052,"bladder-lumen"
"ENSMUSG00000057561",1.61149562419669e-25,4.28416847473664,"bladder-lumen"
"ENSMUSG00000057863",2.29254995380725e-29,2.52332378919248,"bladder-lumen"
"ENSMUSG00000028809",1.43228078368342e-36,5.23808841579362,"bladder-lumen"
"ENSMUSG00000070319",5.49363474256644e-36,2.58617534136103,"bladder-lumen"
"ENSMUSG00000026473",0.000291146304245599,2.58665910253622,"bladder-lumen"
"ENSMUSG00000028868",2.41456385292219e-16,1.73334087729281,"bladder-lumen"
"ENSMUSG00000044533",6.28742408231424e-42,1.64497146260769,"bladder-lumen"
"ENSMUSG00000076236",1.14459686256938e-45,2.70672430792742,"bladder-lumen"
"ENSMUSG00000024991",3.41267968601128e-11,1.69597290640736,"bladder-lumen"
"ENSMUSG00000025980",2.24335624963917e-11,2.36070177713515,"bladder-lumen"
"ENSMUSG00000037857",0.000224150935754789,1.37404022532477,"bladder-lumen"
"ENSMUSG00000047675",6.8088280342427e-32,1.33062938289764,"bladder-lumen"
"ENSMUSG00000079426",2.8616327443455e-36,2.36469429375577,"bladder-lumen"
"ENSMUSG00000022312",1.18092888340002e-40,2.34398026242161,"bladder-lumen"
"ENSMUSG00000064373",9.92420043861834e-13,1.45222506465697,"bladder-lumen"
"ENSMUSG00000036751",2.21585713522811e-19,1.76266772534395,"bladder-lumen"
"ENSMUSG00000008140",2.18741120221489e-20,10.6062190083653,"bladder-lumen"
"ENSMUSG00000031622",1.13487453147143e-25,4.53089643040853,"bladder-lumen"
"ENSMUSG00000041560",2.01694606686872e-39,2.33572540584781,"bladder-lumen"
"ENSMUSG00000063882",8.66885029181494e-32,2.95558861215871,"bladder-lumen"
"ENSMUSG00000028452",3.48155829929485e-13,1.18284664395637,"bladder-lumen"
"ENSMUSG00000032359",1.28008716017025e-35,1.48085579141071,"bladder-lumen"
"ENSMUSG00000037563",2.11177303007311e-30,1.47299606316795,"bladder-lumen"
"ENSMUSG00000030751",4.25871766695698e-13,1.29572167553049,"bladder-lumen"
"ENSMUSG00000028673",0.000156074418517928,3.62619838093449,"bladder-lumen"
"ENSMUSG00000075706",3.90469589973086e-56,1.91298052671207,"bladder-lumen"
"ENSMUSG00000029994",7.72858204594962e-15,1.52446487748528,"bladder-lumen"
"ENSMUSG00000055762",2.74634462303933e-64,1.96743316291915,"bladder-lumen"
"ENSMUSG00000019179",1.44692101255072e-47,1.33109722487283,"bladder-lumen"
"ENSMUSG00000003541",3.07355518949037e-40,12.8373318005004,"bladder-lumen"
"ENSMUSG00000038650",7.69623460850396e-35,2.54971351174953,"bladder-lumen"
"ENSMUSG00000025066",2.10347722115227e-59,2.50109684150899,"bladder-lumen"
"ENSMUSG00000038717",3.73318242487504e-40,2.13434288666287,"bladder-lumen"
"ENSMUSG00000019054",6.26939040165377e-23,2.85337834847479,"bladder-lumen"
"ENSMUSG00000052681",0.0205306222714657,3.03529474764229,"bladder-lumen"
"ENSMUSG00000044080",3.68378933578081e-10,1.92346827937754,"bladder-lumen"
"ENSMUSG00000004264",1.35821463525955e-39,4.35200047672006,"bladder-lumen"
"ENSMUSG00000030847",0.000130651783558128,2.61901055795012,"bladder-lumen"
"ENSMUSG00000041355",0.00014876599706564,2.61869420525277,"bladder-lumen"
"ENSMUSG00000019428",5.35917940169282e-23,4.78130608971078,"bladder-lumen"
"ENSMUSG00000022200",4.96956492072381e-13,1.67353134668403,"bladder-lumen"
"ENSMUSG00000036371",1.58584527254916e-65,3.83947276060804,"bladder-lumen"
"ENSMUSG00000057841",4.40990125205602e-42,1.6092532412366,"bladder-lumen"
"ENSMUSG00000028464",1.98225483302249e-10,2.80277947265797,"bladder-lumen"
"ENSMUSG00000022698",3.8246401300513e-12,3.519683631263,"bladder-lumen"
"ENSMUSG00000005873",4.49966528690495e-53,7.05246265129232,"bladder-lumen"
"ENSMUSG00000000787",0.00152462424562222,2.03317415771252,"bladder-lumen"
"ENSMUSG00000007836",6.53612958409837e-09,1.30827366892993,"bladder-lumen"
"ENSMUSG00000018932",1.71662162918999e-10,3.990660354999,"bladder-lumen"
"ENSMUSG00000055839",3.35919861814081e-10,1.4069745572721,"bladder-lumen"
"ENSMUSG00000034024",6.13956608710425e-09,1.63839386437199,"bladder-lumen"
"ENSMUSG00000093904",5.96411012268482e-47,2.20265916426259,"bladder-lumen"
"ENSMUSG00000025362",5.38242995319079e-18,1.00481207163579,"bladder-lumen"
"ENSMUSG00000070544",2.39357525328024e-38,3.06902683519335,"bladder-lumen"
"ENSMUSG00000024767",1.73867001854371e-10,1.24661284242632,"bladder-lumen"
"ENSMUSG00000018585",9.66992774963692e-15,2.10192677006026,"bladder-lumen"
"ENSMUSG00000078923",2.04612823409195e-39,2.02989224105347,"bladder-lumen"
"ENSMUSG00000026374",1.0009535627245e-07,2.55920330803208,"bladder-lumen"
"ENSMUSG00000025503",8.0474652655393e-30,1.63174720076618,"bladder-lumen"
"ENSMUSG00000022477",2.42241289348688e-06,1.11436204546441,"bladder-lumen"
"ENSMUSG00000033306",2.52271258959694e-12,1.90399882589702,"bladder-lumen"
"ENSMUSG00000036733",1.72638949715045e-20,2.31733603188397,"bladder-lumen"
"ENSMUSG00000022108",3.24588082080709e-53,2.16003051573262,"bladder-lumen"
"ENSMUSG00000029632",1.37210122761788e-08,1.55616492450595,"bladder-lumen"
"ENSMUSG00000025982",3.48290753948985e-29,4.67384324587128,"bladder-lumen"
"ENSMUSG00000024012",1.77649633357572e-06,2.92674986417821,"bladder-lumen"
"ENSMUSG00000061787",1.90058689783425e-35,2.17041354274405,"bladder-lumen"
"ENSMUSG00000002778",1.12577545891377e-17,4.19909399257998,"bladder-lumen"
"ENSMUSG00000067212",3.55891115743254e-14,2.79683239869009,"bladder-lumen"
"ENSMUSG00000021281",2.46387954813979e-12,2.52851518938463,"bladder-lumen"
"ENSMUSG00000057322",0.000233772069564638,1.95598403383058,"bladder-lumen"
"ENSMUSG00000039067",4.67209528620291e-30,2.11152030095698,"bladder-lumen"
"ENSMUSG00000024248",7.37832994578041e-51,2.19337353880289,"bladder-lumen"
"ENSMUSG00000053565",7.31109413758349e-55,2.39900475294312,"bladder-lumen"
"ENSMUSG00000020153",1.57154596408579e-18,1.5961874218134,"bladder-lumen"
"ENSMUSG00000025351",2.41835520399763e-44,1.60080174118763,"bladder-lumen"
"ENSMUSG00000061983",2.64548493310147e-20,2.30225248952258,"bladder-lumen"
"ENSMUSG00000028837",1.86770855993339e-31,2.03136350878731,"bladder-lumen"
"ENSMUSG00000020219",1.43258686970937e-10,1.6054117557167,"bladder-lumen"
"ENSMUSG00000073411",2.86079583939237e-80,16.9633659935529,"bladder-lumen"
"ENSMUSG00000024953",9.67037545099852e-56,2.68231734973787,"bladder-lumen"
"ENSMUSG00000068749",3.71259282797476e-13,2.60324370462367,"bladder-lumen"
"ENSMUSG00000034088",0.00970040898028804,1.60707915730851,"bladder-lumen"
"ENSMUSG00000041697",0.000432165931151871,2.15044804539869,"bladder-lumen"
"ENSMUSG00000030062",0.00274334417652641,1.38398783796189,"bladder-lumen"
"ENSMUSG00000020458",7.59559902136096e-05,4.40764338973541,"bladder-lumen"
"ENSMUSG00000029152",4.94948177340296e-09,4.18803006383484,"bladder-lumen"
"ENSMUSG00000029614",2.99789817443354e-53,1.55754821206412,"bladder-lumen"
"ENSMUSG00000033940",2.90607278600927e-17,3.29692099237009,"bladder-lumen"
"ENSMUSG00000022890",2.10607619430464e-20,1.19581329164455,"bladder-lumen"
"ENSMUSG00000023048",1.24705717836565e-81,2.60531632046423,"bladder-lumen"
"ENSMUSG00000016319",1.37831350220361e-54,2.57647568011845,"bladder-lumen"
"ENSMUSG00000060739",6.78980496754541e-07,1.73677641073666,"bladder-lumen"
"ENSMUSG00000026511",1.06962979734531e-10,5.07946745898968,"bladder-lumen"
"ENSMUSG00000023905",2.82128496362593e-59,3.93874111561747,"bladder-lumen"
"ENSMUSG00000021427",0.0127026594973806,1.48009490903136,"bladder-lumen"
"ENSMUSG00000050732",9.4450745648113e-32,1.90141372938519,"bladder-lumen"
"ENSMUSG00000035621",0.00213673765216197,4.05574924035908,"bladder-lumen"
"ENSMUSG00000038502",3.36681029785794e-09,2.5578677066886,"bladder-lumen"
"ENSMUSG00000036752",2.90665829557876e-72,5.90206090677767,"bladder-lumen"
"ENSMUSG00000028495",6.43578979533354e-48,1.95904271315376,"bladder-lumen"
"ENSMUSG00000062397",1.23461847876544e-25,3.2388540346007,"bladder-lumen"
"ENSMUSG00000022443",0.0206927579903501,1.6201367592259,"bladder-lumen"
"ENSMUSG00000056537",0.0264349208089477,2.70496403000414,"bladder-lumen"
"ENSMUSG00000035781",4.19855483168086e-21,3.24360788362351,"bladder-lumen"
"ENSMUSG00000031278",0.0201339156437872,2.88046093428269,"bladder-lumen"
"ENSMUSG00000027642",0.0403742761169198,1.09660721522604,"bladder-lumen"
"ENSMUSG00000019471",1.19537363483025e-30,2.14462394552546,"bladder-lumen"
"ENSMUSG00000017009",1.20736544810886e-33,2.07194548394357,"bladder-lumen"
"ENSMUSG00000023861",3.30067505739741e-11,2.23378546382394,"bladder-lumen"
"ENSMUSG00000017428",2.41585016073236e-25,1.12445021207733,"bladder-lumen"
"ENSMUSG00000093674",1.7340895952389e-27,1.3616736082491,"bladder-lumen"
"ENSMUSG00000062328",2.51610409175547e-64,1.67185104219029,"bladder-lumen"
"ENSMUSG00000007815",1.1766300134918e-12,2.66480018687114,"bladder-lumen"
"ENSMUSG00000063856",1.46569119700905e-21,1.30626061174293,"bladder-lumen"
"ENSMUSG00000018965",5.81984518082839e-09,1.70440973918306,"bladder-lumen"
"ENSMUSG00000031715",0.00101078393297601,3.1305294444253,"bladder-lumen"
"ENSMUSG00000022283",2.37532052043432e-50,3.44588274367214,"bladder-lumen"
"ENSMUSG00000006333",1.04441802198152e-71,1.52155436546058,"bladder-lumen"
"ENSMUSG00000027404",4.83928417419358e-28,1.81560045068427,"bladder-lumen"
"ENSMUSG00000021248",1.34335158183104e-34,1.9329839248456,"bladder-lumen"
"ENSMUSG00000017404",6.98311147946346e-63,2.76139959088736,"bladder-lumen"
"ENSMUSG00000004951",2.3243130284809e-07,5.38511312470263,"bladder-lumen"
"ENSMUSG00000020803",4.84421861383452e-11,1.7435283243181,"bladder-lumen"
"ENSMUSG00000003814",0.0172737551584136,5.69051568017038,"bladder-lumen"
"ENSMUSG00000074698",4.97094017786655e-05,3.25153448510973,"bladder-lumen"
"ENSMUSG00000059070",3.13060930232072e-63,3.12842326286799,"bladder-lumen"
"ENSMUSG00000020315",1.39127820617077e-21,2.87846687463915,"bladder-lumen"
"ENSMUSG00000073702",4.95881017468627e-60,3.32948450715033,"bladder-lumen"
"ENSMUSG00000032336",5.23768832145504e-42,2.37430474554751,"bladder-lumen"
"ENSMUSG00000048758",1.12270324104309e-39,1.13217182565149,"bladder-lumen"
"ENSMUSG00000059734",2.2093382925512e-16,1.71207377612918,"bladder-lumen"
"ENSMUSG00000032412",7.10456686231525e-21,2.40436039934931,"bladder-lumen"
"ENSMUSG00000001833",1.6834003718749e-08,4.84194478579936,"bladder-lumen"
"ENSMUSG00000024844",3.90283194656094e-05,1.03565805713636,"bladder-lumen"
"ENSMUSG00000098274",7.03682660937257e-59,3.31175180064185,"bladder-lumen"
"ENSMUSG00000033047",4.7993462292444e-06,1.11502542250303,"bladder-lumen"
"ENSMUSG00000011752",3.28607408145653e-13,4.80842866451317,"bladder-lumen"
"ENSMUSG00000063229",2.22333859977058e-43,1.89213267504514,"bladder-lumen"
"ENSMUSG00000007564",6.48563254632994e-10,2.13941979372062,"bladder-lumen"
"ENSMUSG00000007041",3.67621625904157e-83,9.02135974823198,"bladder-lumen"
"ENSMUSG00000060860",1.70628748650519e-34,1.66924682896473,"bladder-lumen"
"ENSMUSG00000020456",0.00166814657234985,2.4781666362106,"bladder-lumen"
"ENSMUSG00000026385",6.30805420320649e-20,1.67678409841943,"bladder-lumen"
"ENSMUSG00000055943",9.07830039363757e-20,3.79182250892315,"bladder-lumen"
"ENSMUSG00000002395",4.50236042863326e-64,2.85484857053183,"bladder-lumen"
"ENSMUSG00000030869",6.81915017578542e-08,1.07446189951147,"bladder-lumen"
"ENSMUSG00000026234",7.91435092651033e-87,4.06642334731811,"bladder-lumen"
"ENSMUSG00000030007",9.57856152204858e-23,1.18258159406597,"bladder-lumen"
"ENSMUSG00000021134",7.85904588319657e-51,4.17321224441015,"bladder-lumen"
"ENSMUSG00000020708",3.54308721526065e-25,2.2658684469345,"bladder-lumen"
"ENSMUSG00000061032",2.8052243146091e-50,2.91713391268561,"bladder-lumen"
"ENSMUSG00000043716",8.47550681225252e-49,1.15700917380309,"bladder-lumen"
"ENSMUSG00000004207",8.05391800622607e-06,1.39308447133787,"bladder-lumen"
"ENSMUSG00000021939",1.25371400390434e-25,2.25629160971771,"bladder-lumen"
"ENSMUSG00000026775",1.62338531079432e-09,1.02441296001122,"bladder-lumen"
"ENSMUSG00000047250",9.61862632037226e-05,2.51517661047919,"bladder-lumen"
"ENSMUSG00000028788",2.79606550921434e-22,1.34978049850411,"bladder-lumen"
"ENSMUSG00000002015",3.45622096013852e-25,3.30387097386468,"bladder-lumen"
"ENSMUSG00000071076",7.00064951097143e-108,5.55092945298237,"bladder-lumen"
"ENSMUSG00000078812",3.22514923059452e-74,3.02651281466207,"bladder-lumen"
"ENSMUSG00000003161",0.000159370244532524,4.20857643599804,"bladder-lumen"
"ENSMUSG00000026434",1.14974168177893e-13,1.81904715352215,"bladder-lumen"
"ENSMUSG00000020048",0.000184637512369906,3.57275089625087,"bladder-lumen"
"ENSMUSG00000003970",3.54698175897273e-70,2.13256098250436,"bladder-lumen"
