"TRANSCRIPT","MOCHIS","VARIANCE_RATIO","TISSUE"
"ENSMUSG00000000740",0.000594267935341342,3.25242608504252,"aorta"
"ENSMUSG00000021025",0.0027213060507161,1.67925674374365,"aorta"
"ENSMUSG00000024661",0.000563685134671801,10.8824493915853,"aorta"
"ENSMUSG00000049775",0.0119236159641069,2.75166583184542,"aorta"
"ENSMUSG00000008348",1.11934847543445e-07,5.77196422995493,"aorta"
"ENSMUSG00000032399",0.000146334792573166,6.547684373487,"aorta"
"ENSMUSG00000025290",0.0115508370608621,3.51004119198066,"aorta"
"ENSMUSG00000037706",4.43481850246177e-07,8.22737103181358,"aorta"
"ENSMUSG00000030432",0.00040952360360122,5.71969454378993,"aorta"
"ENSMUSG00000074129",0.000116608676703047,15.5788904020644,"aorta"
"ENSMUSG00000050708",1.98268118822634e-05,14.4063588309164,"aorta"
"ENSMUSG00000024048",5.02865468972723e-06,10.1742599412157,"aorta"
"ENSMUSG00000027447",0.00410894919423877,3.97218996759379,"aorta"
"ENSMUSG00000028639",7.06095760139314e-11,18.6194952505517,"aorta"
"ENSMUSG00000024190",1.17236230147764e-09,26.4157445229937,"aorta"
"ENSMUSG00000027523",4.60893654544298e-14,11.8188646316125,"aorta"
"ENSMUSG00000058558",1.23317532134746e-06,9.36950981047675,"aorta"
"ENSMUSG00000047215",0.00314271650240301,4.11081613611769,"aorta"
"ENSMUSG00000016559",0.00113572158092672,6.79832365057385,"aorta"
"ENSMUSG00000030744",0.00428309659132131,5.32983375208998,"aorta"
"ENSMUSG00000034994",7.01348332798887e-05,10.7051326390384,"aorta"
"ENSMUSG00000035202",5.52526606227864e-13,12.3570222554459,"aorta"
"ENSMUSG00000071415",0.00341552738848629,5.08199022752484,"aorta"
"ENSMUSG00000060036",0.00255996404677613,4.14544679908065,"aorta"
"ENSMUSG00000012848",3.74044727788806e-05,3.7070502111208,"aorta"
"ENSMUSG00000063457",0.00543154465062348,5.77095026363035,"aorta"
"ENSMUSG00000008668",0.0335764917787893,3.78388370205575,"aorta"
"ENSMUSG00000019505",2.00569755672622e-09,11.9893315511066,"aorta"
"ENSMUSG00000090841",2.99186623723919e-05,3.86232075690059,"aorta"
"ENSMUSG00000061477",0.0291106318587692,4.42566266631855,"aorta"
"ENSMUSG00000031320",1.84174740502133e-05,5.35541795116703,"aorta"
"ENSMUSG00000090137",9.77546088705534e-05,3.90706240576539,"aorta"
"ENSMUSG00000025508",0.0181722150839937,3.0871554013549,"aorta"
"ENSMUSG00000030695",6.22706091086064e-08,9.50816677029504,"aorta"
"ENSMUSG00000008682",0.000313346714145068,3.14561441708957,"aorta"
"ENSMUSG00000029064",9.00105588030287e-10,66.5986517853648,"aorta"
"ENSMUSG00000057666",9.71188460302722e-05,3.91126024161944,"aorta"
"ENSMUSG00000060591",0.0168823335684497,38.9141967460006,"aorta"
"ENSMUSG00000023944",1.82671952883029e-08,5.15690043269618,"aorta"
"ENSMUSG00000012405",0.000418647341707463,6.69374121698233,"aorta"
"ENSMUSG00000032562",2.71301911733941e-08,12.5116431137522,"aorta"
"ENSMUSG00000031818",0.000279207849223477,5.68430508779447,"aorta"
"ENSMUSG00000036438",7.96873323977105e-09,6.77094618878155,"aorta"
"ENSMUSG00000026238",1.87965941171037e-06,5.81653048278387,"aorta"
"ENSMUSG00000044285",4.74143711589036e-13,8.34907042503595,"aorta"
"ENSMUSG00000060126",4.60870620189409e-06,9.22504504221879,"aorta"
"ENSMUSG00000075602",0.0123730843262576,8.50911074485534,"aorta"
"ENSMUSG00000026547",0.000185748683652611,3.59798835979153,"aorta"
"ENSMUSG00000025393",5.63571756362903e-07,8.22316057547999,"aorta"
"ENSMUSG00000009927",0.00259817409216428,7.18686440652048,"aorta"
"ENSMUSG00000015656",0.00119227333932753,2.35013583804272,"aorta"
"ENSMUSG00000023010",3.50132307575056e-10,4.9494818379453,"aorta"
"ENSMUSG00000092341",4.13974247134911e-10,18.6224585043703,"aorta"
"ENSMUSG00000029422",1.19620126337264e-11,1.2412387457975,"bladder-lumen"
"ENSMUSG00000026878",2.12846261695279e-26,3.12315937056956,"bladder-lumen"
"ENSMUSG00000020570",7.23582939181008e-10,2.86033976363801,"bladder-lumen"
"ENSMUSG00000068882",2.36544083297773e-21,1.86159472893013,"bladder-lumen"
"ENSMUSG00000024758",9.51348655881893e-40,11.0827290766359,"bladder-lumen"
"ENSMUSG00000022451",0.00838059112299938,2.80544871886456,"bladder-lumen"
"ENSMUSG00000091537",6.83220272463652e-09,3.09378123137027,"bladder-lumen"
"ENSMUSG00000032231",1.55634939391732e-25,1.50180399517502,"bladder-lumen"
"ENSMUSG00000024425",6.60200103770635e-31,2.45952093327888,"bladder-lumen"
"ENSMUSG00000031068",1.26522112010379e-16,1.00562375160867,"bladder-lumen"
"ENSMUSG00000005354",1.13430840770831e-21,1.66834420824548,"bladder-lumen"
"ENSMUSG00000020390",9.7887579328177e-28,2.59631868120514,"bladder-lumen"
"ENSMUSG00000029684",1.00144065415949e-05,1.76271404556052,"bladder-lumen"
"ENSMUSG00000030057",1.07741454058157e-22,2.08354625150774,"bladder-lumen"
"ENSMUSG00000025410",6.44470775185945e-11,1.09361349810069,"bladder-lumen"
"ENSMUSG00000060803",0.00834429997311167,3.55507746058377,"bladder-lumen"
"ENSMUSG00000090862",4.82745345978081e-06,3.58814865264692,"bladder-lumen"
"ENSMUSG00000033379",2.43230432822156e-21,1.94852435840279,"bladder-lumen"
"ENSMUSG00000030127",9.62246295386769e-20,1.2179741721119,"bladder-lumen"
"ENSMUSG00000020402",4.95115749749564e-16,2.02401405949705,"bladder-lumen"
"ENSMUSG00000002014",2.49928925428676e-20,1.10303918190077,"bladder-lumen"
"ENSMUSG00000009549",3.69963631371433e-22,1.48106064517338,"bladder-lumen"
"ENSMUSG00000026034",5.95436248296002e-08,1.79231072848225,"bladder-lumen"
"ENSMUSG00000026701",7.39155315751909e-17,1.30624451985868,"bladder-lumen"
"ENSMUSG00000022982",4.8612441440938e-08,63.1189087866187,"bladder-lumen"
"ENSMUSG00000019877",3.71133677748279e-24,6.73032496360102,"bladder-lumen"
"ENSMUSG00000029201",0.000421138977481179,1.80462920581876,"bladder-lumen"
"ENSMUSG00000006998",8.59464905915625e-21,2.02623655444642,"bladder-lumen"
"ENSMUSG00000029810",4.36964932259231e-14,2.35215285629695,"bladder-lumen"
"ENSMUSG00000041841",6.75377360416322e-08,8.72626770393563,"bladder-lumen"
"ENSMUSG00000027660",9.09513686281256e-18,1.59704480148735,"bladder-lumen"
"ENSMUSG00000021876",1.79102669938823e-31,1.79340693721796,"bladder-lumen"
"ENSMUSG00000027808",1.02098600521343e-20,9.39296613577399,"bladder-lumen"
"ENSMUSG00000076432",6.80339450457264e-37,3.93736296820883,"bladder-lumen"
"ENSMUSG00000041959",1.39304330282711e-08,1.37476830216911,"bladder-lumen"
"ENSMUSG00000032966",2.65032380235571e-36,2.7597101916247,"bladder-lumen"
"ENSMUSG00000035027",3.13265501825926e-33,2.26620034452807,"bladder-lumen"
"ENSMUSG00000026864",3.60396976371614e-32,7.98725781089946,"bladder-lumen"
"ENSMUSG00000034566",4.22856925110385e-08,2.68589975895946,"bladder-lumen"
"ENSMUSG00000021576",1.86710572330079e-15,1.11557737014439,"bladder-lumen"
"ENSMUSG00000001627",5.83696815999895e-12,6.89261937901829,"bladder-lumen"
"ENSMUSG00000035569",1.9333262265974e-10,1.4060703301937,"bladder-lumen"
"ENSMUSG00000022812",0.000430038402649393,1.91050848526989,"bladder-lumen"
"ENSMUSG00000026353",4.406810495753e-15,1.05537268773661,"bladder-lumen"
"ENSMUSG00000006356",9.11941819537995e-10,1.4807645187305,"bladder-lumen"
"ENSMUSG00000060802",4.26153957329917e-22,8.73660744201675,"bladder-lumen"
"ENSMUSG00000041126",1.29275852042962e-11,1.58910440425022,"bladder-lumen"
"ENSMUSG00000047547",2.67824631294671e-27,1.89781256138534,"bladder-lumen"
"ENSMUSG00000060743",4.96705747962177e-48,3.47881283249823,"bladder-lumen"
"ENSMUSG00000030654",5.70756886595342e-07,1.22681238295434,"bladder-lumen"
"ENSMUSG00000024712",4.04796942464985e-12,2.69440329621323,"bladder-lumen"
"ENSMUSG00000062825",8.83257649317651e-06,1.07419315581788,"bladder-lumen"
"ENSMUSG00000045983",2.11594681838316e-20,1.59269438466936,"bladder-lumen"
"ENSMUSG00000030754",8.71084812653938e-13,1.71515723906511,"bladder-lumen"
"ENSMUSG00000035851",3.358860309811e-08,2.27450671837179,"bladder-lumen"
"ENSMUSG00000041571",2.58721768480132e-22,1.42454676123722,"bladder-lumen"
"ENSMUSG00000007850",1.3414721353971e-20,5.0980356062116,"bladder-lumen"
"ENSMUSG00000009013",8.4609066266483e-18,1.28181048073856,"bladder-lumen"
"ENSMUSG00000026895",3.83990487753688e-11,2.17159879153638,"bladder-lumen"
"ENSMUSG00000028797",2.63483142181817e-13,1.33830949220764,"bladder-lumen"
"ENSMUSG00000063015",1.07172190560482e-09,2.19863274469727,"bladder-lumen"
"ENSMUSG00000024927",9.75372376236568e-26,2.68036249826964,"bladder-lumen"
"ENSMUSG00000038806",5.00252515943666e-05,2.18035307189679,"bladder-lumen"
"ENSMUSG00000028416",9.27809566437195e-15,1.68214379515031,"bladder-lumen"
"ENSMUSG00000029229",6.10527619450288e-17,1.19977145818042,"bladder-lumen"
"ENSMUSG00000079658",3.36068101510698e-21,2.40806465634914,"bladder-lumen"
"ENSMUSG00000032199",5.08212277133812e-20,2.49939593467992,"bladder-lumen"
"ENSMUSG00000006519",1.21468932589422e-13,1.83511330148474,"bladder-lumen"
"ENSMUSG00000068523",0.000257899524982746,5.08544887012947,"bladder-lumen"
"ENSMUSG00000021131",2.19425733489126e-19,1.69244153947552,"bladder-lumen"
"ENSMUSG00000057561",3.20081497491579e-24,4.02953531786484,"bladder-lumen"
"ENSMUSG00000028809",6.22771198311427e-10,1.40630034090561,"bladder-lumen"
"ENSMUSG00000070319",6.07010161118417e-13,1.64634724263532,"bladder-lumen"
"ENSMUSG00000073639",5.61096139196476e-22,3.93332579385083,"bladder-lumen"
"ENSMUSG00000020152",2.2785096030212e-09,1.10179806473612,"bladder-lumen"
"ENSMUSG00000026473",6.27216926328723e-17,2.51337253853232,"bladder-lumen"
"ENSMUSG00000028868",7.43877636567229e-16,1.48163641223247,"bladder-lumen"
"ENSMUSG00000044533",3.13046351654274e-22,1.71968659415147,"bladder-lumen"
"ENSMUSG00000076236",2.39926175544511e-26,7.09858757548318,"bladder-lumen"
"ENSMUSG00000024991",1.1206155960604e-18,1.22457623156329,"bladder-lumen"
"ENSMUSG00000025980",3.43815510470591e-27,3.34118156872333,"bladder-lumen"
"ENSMUSG00000037857",1.65911011522364e-06,1.11899807906827,"bladder-lumen"
"ENSMUSG00000047675",2.60625267771163e-06,2.32749663085922,"bladder-lumen"
"ENSMUSG00000079426",1.13279066588733e-32,1.9841396891307,"bladder-lumen"
"ENSMUSG00000022312",5.8115350884518e-20,1.47673466410524,"bladder-lumen"
"ENSMUSG00000064373",4.9669328295369e-24,1.81332839254071,"bladder-lumen"
"ENSMUSG00000036751",0.00657909506652162,3.41360392949762,"bladder-lumen"
"ENSMUSG00000016534",2.46164678619396e-34,3.20332521537329,"bladder-lumen"
"ENSMUSG00000008140",3.0189559974544e-46,7.19289672949762,"bladder-lumen"
"ENSMUSG00000031622",5.11670605034531e-14,1.10829738089622,"bladder-lumen"
"ENSMUSG00000041560",1.08455146157537e-10,1.96070696907271,"bladder-lumen"
"ENSMUSG00000023004",8.77520527773676e-27,2.37229399622827,"bladder-lumen"
"ENSMUSG00000063882",2.12503734744003e-13,1.43159328295993,"bladder-lumen"
"ENSMUSG00000021477",4.87427219752174e-29,4.06186475331066,"bladder-lumen"
"ENSMUSG00000028452",2.79485027028843e-22,4.9168843415375,"bladder-lumen"
"ENSMUSG00000032359",4.13448402600598e-08,2.80412214197016,"bladder-lumen"
"ENSMUSG00000037563",0.0120677693981928,5.84824247752985,"bladder-lumen"
"ENSMUSG00000030751",1.31242328088158e-17,1.355499248583,"bladder-lumen"
"ENSMUSG00000028673",6.34292073729317e-24,1.16061378723345,"bladder-lumen"
"ENSMUSG00000014077",0.000720299259948933,1.65792513687374,"bladder-lumen"
"ENSMUSG00000075706",3.95298599306608e-22,1.10808871060271,"bladder-lumen"
"ENSMUSG00000029994",1.48563126126408e-07,1.92789323141489,"bladder-lumen"
"ENSMUSG00000055762",1.00066275999754e-16,1.45646636475144,"bladder-lumen"
"ENSMUSG00000019179",2.10094988277249e-12,1.64801675601828,"bladder-lumen"
"ENSMUSG00000003541",1.95150157852676e-12,5.61689858911455,"bladder-lumen"
"ENSMUSG00000038650",5.63006284384674e-29,1.63327923223912,"bladder-lumen"
"ENSMUSG00000025066",1.78462369398309e-21,1.07307836664589,"bladder-lumen"
"ENSMUSG00000038717",5.57094428675669e-10,3.39844463560673,"bladder-lumen"
"ENSMUSG00000019054",8.52799760706507e-14,1.28602286385011,"bladder-lumen"
"ENSMUSG00000029686",0.00341172349508398,2.86636973145122,"bladder-lumen"
"ENSMUSG00000052681",2.19853535306742e-37,8.4293322568146,"bladder-lumen"
"ENSMUSG00000044080",4.92025718048172e-12,1.61616753847009,"bladder-lumen"
"ENSMUSG00000004264",2.56606298516438e-18,1.30563722239436,"bladder-lumen"
"ENSMUSG00000030847",1.32773575492356e-36,10.0699332291691,"bladder-lumen"
"ENSMUSG00000041355",1.46807820562926e-34,2.01001380352484,"bladder-lumen"
"ENSMUSG00000019428",2.86843336228056e-39,4.44426045740209,"bladder-lumen"
"ENSMUSG00000022200",9.59017987828333e-06,2.41181862071629,"bladder-lumen"
"ENSMUSG00000034993",2.33999368757952e-05,4.96178230909307,"bladder-lumen"
"ENSMUSG00000036371",4.86300135996971e-15,1.07949578452946,"bladder-lumen"
"ENSMUSG00000028464",1.65566049979826e-05,1.17742502150465,"bladder-lumen"
"ENSMUSG00000022698",3.61505483765909e-15,3.75064208674661,"bladder-lumen"
"ENSMUSG00000005873",1.44805920072329e-11,1.54438240849299,"bladder-lumen"
"ENSMUSG00000000787",1.5193896957057e-22,10.241108593346,"bladder-lumen"
"ENSMUSG00000007836",3.89746186776657e-09,1.55645656435246,"bladder-lumen"
"ENSMUSG00000018932",3.01387254700539e-16,5.43918886422884,"bladder-lumen"
"ENSMUSG00000055839",0.00189451377871473,5.19801256764057,"bladder-lumen"
"ENSMUSG00000034024",1.49262089720983e-15,2.12794737235312,"bladder-lumen"
"ENSMUSG00000093904",1.25622442090498e-07,1.01647621307514,"bladder-lumen"
"ENSMUSG00000024073",0.000317089225241672,1.84044737617933,"bladder-lumen"
"ENSMUSG00000028759",1.89500498678604e-11,2.80425205292598,"bladder-lumen"
"ENSMUSG00000070544",0.0297827807131833,1.16268870715855,"bladder-lumen"
"ENSMUSG00000024767",3.51220874833699e-11,2.19634058951744,"bladder-lumen"
"ENSMUSG00000078923",6.36924915634981e-30,2.13027520603187,"bladder-lumen"
"ENSMUSG00000026374",2.32568890223665e-15,1.04713991632001,"bladder-lumen"
"ENSMUSG00000025503",0.000364800519134055,2.27393931646254,"bladder-lumen"
"ENSMUSG00000022477",7.5524549862239e-15,3.79702107801302,"bladder-lumen"
"ENSMUSG00000033306",2.5875278723162e-07,2.40393148336868,"bladder-lumen"
"ENSMUSG00000036733",3.14367816986335e-22,1.70855472821825,"bladder-lumen"
"ENSMUSG00000022108",1.34816570764462e-24,1.12098863475859,"bladder-lumen"
"ENSMUSG00000029632",3.35291307101685e-07,3.35014165074715,"bladder-lumen"
"ENSMUSG00000025982",8.59621081478559e-23,2.16521185400044,"bladder-lumen"
"ENSMUSG00000024012",7.46542311650175e-20,1.37970637742464,"bladder-lumen"
"ENSMUSG00000002778",2.01617465772568e-49,4.957824492058,"bladder-lumen"
"ENSMUSG00000024038",0.0026139141701399,3.61571609192181,"bladder-lumen"
"ENSMUSG00000067212",5.09769263165521e-34,2.53341583849849,"bladder-lumen"
"ENSMUSG00000021281",0.000540503876773496,3.34469820250742,"bladder-lumen"
"ENSMUSG00000057322",8.61347507251002e-12,6.3834065783627,"bladder-lumen"
"ENSMUSG00000042043",0.000467742515011811,3.38480089908708,"bladder-lumen"
"ENSMUSG00000039067",8.3553224464073e-19,1.17317555242489,"bladder-lumen"
"ENSMUSG00000024248",6.17155584493718e-11,1.21266753002351,"bladder-lumen"
"ENSMUSG00000053565",3.03641258893266e-13,2.03003468487482,"bladder-lumen"
"ENSMUSG00000020153",2.26381986994674e-11,3.13451405573201,"bladder-lumen"
"ENSMUSG00000025351",7.80243476702285e-22,1.01449006137532,"bladder-lumen"
"ENSMUSG00000061983",6.42824475537874e-10,4.28523286412863,"bladder-lumen"
"ENSMUSG00000028837",2.41586918002715e-11,2.28920212645778,"bladder-lumen"
"ENSMUSG00000020219",0.00844473499372586,2.91775196222177,"bladder-lumen"
"ENSMUSG00000073411",2.22955673262135e-08,2.11957450573906,"bladder-lumen"
"ENSMUSG00000024953",2.89142909460906e-05,2.71711030379388,"bladder-lumen"
"ENSMUSG00000068749",5.62087345608714e-20,1.35338202766354,"bladder-lumen"
"ENSMUSG00000034088",6.49272169881309e-15,1.9641143329693,"bladder-lumen"
"ENSMUSG00000041697",2.01598361064957e-07,1.40796463478837,"bladder-lumen"
"ENSMUSG00000030062",2.18047191596651e-25,1.78843227118243,"bladder-lumen"
"ENSMUSG00000020458",5.11513274276604e-07,3.30690929140597,"bladder-lumen"
"ENSMUSG00000029152",3.25416824658176e-34,1.2074943088285,"bladder-lumen"
"ENSMUSG00000029614",6.23840198774514e-11,1.6930142190918,"bladder-lumen"
"ENSMUSG00000033940",4.94472992671432e-21,1.23481962412835,"bladder-lumen"
"ENSMUSG00000022890",0.0034308843644944,4.70595526749721,"bladder-lumen"
"ENSMUSG00000023048",0.00377355271381719,1.11950990317645,"bladder-lumen"
"ENSMUSG00000016319",0.00345169859308881,1.52678932305171,"bladder-lumen"
"ENSMUSG00000086841",0.000787691218330999,3.92683818756823,"bladder-lumen"
"ENSMUSG00000060739",0.00323021271453653,1.46262505300551,"bladder-lumen"
"ENSMUSG00000026511",2.78515016813664e-13,1.28192663530107,"bladder-lumen"
"ENSMUSG00000021427",5.06784446715738e-15,1.72252429474571,"bladder-lumen"
"ENSMUSG00000050732",4.83403138654968e-08,1.69064957951098,"bladder-lumen"
"ENSMUSG00000035621",4.89184972004265e-11,12.9859164379946,"bladder-lumen"
"ENSMUSG00000038502",6.87520479442938e-20,1.73015628478243,"bladder-lumen"
"ENSMUSG00000022961",6.82839627371129e-07,3.02542855919086,"bladder-lumen"
"ENSMUSG00000036752",0.000448314216114936,1.31270931179522,"bladder-lumen"
"ENSMUSG00000028495",4.52733671511579e-09,1.06176237977764,"bladder-lumen"
"ENSMUSG00000062397",5.15672230095184e-10,1.5802381632628,"bladder-lumen"
"ENSMUSG00000022443",0.000753944578191516,1.27612907374263,"bladder-lumen"
"ENSMUSG00000056537",1.06949558393841e-11,3.76380967007535,"bladder-lumen"
"ENSMUSG00000035781",6.71341616606468e-24,1.84308166104564,"bladder-lumen"
"ENSMUSG00000031278",1.51266296247221e-11,1.62158614241962,"bladder-lumen"
"ENSMUSG00000027642",4.12399972808132e-37,1.80046382678639,"bladder-lumen"
"ENSMUSG00000019471",1.25773745600368e-34,1.55501602198161,"bladder-lumen"
"ENSMUSG00000023861",9.53504322435488e-26,1.02912309849357,"bladder-lumen"
"ENSMUSG00000022587",3.11070536548046e-20,2.35517311483303,"bladder-lumen"
"ENSMUSG00000017428",2.20676798095605e-15,1.03849811481006,"bladder-lumen"
"ENSMUSG00000093674",0.0145506621787276,10.2942911623277,"bladder-lumen"
"ENSMUSG00000023020",5.54637310046068e-05,2.11159136045963,"bladder-lumen"
"ENSMUSG00000007815",1.37593661822726e-37,2.47805042333604,"bladder-lumen"
"ENSMUSG00000063856",3.12434126325892e-16,1.38601581744994,"bladder-lumen"
"ENSMUSG00000018965",6.73904761237518e-24,1.37897379740789,"bladder-lumen"
"ENSMUSG00000031715",0.000102206013993695,2.42593208437236,"bladder-lumen"
"ENSMUSG00000022283",0.00099424425238628,1.30813206303641,"bladder-lumen"
"ENSMUSG00000006333",8.02660750987629e-13,2.04994749424094,"bladder-lumen"
"ENSMUSG00000024639",6.69051053067986e-11,1.11819291007088,"bladder-lumen"
"ENSMUSG00000027404",8.43958300602654e-29,1.24363138019202,"bladder-lumen"
"ENSMUSG00000021248",2.16621796267703e-26,1.59868284896422,"bladder-lumen"
"ENSMUSG00000017404",6.62285254697041e-06,2.15927132380753,"bladder-lumen"
"ENSMUSG00000004951",0.00508161302875564,3.68986981740137,"bladder-lumen"
"ENSMUSG00000020803",5.58287009334879e-17,1.63434727884958,"bladder-lumen"
"ENSMUSG00000003814",1.45155700625162e-38,13.6955253111007,"bladder-lumen"
"ENSMUSG00000074698",0.0304966072577175,1.24024761502668,"bladder-lumen"
"ENSMUSG00000059070",0.000224392168434624,3.19181851212498,"bladder-lumen"
"ENSMUSG00000020315",1.02744364832439e-08,4.32133093143949,"bladder-lumen"
"ENSMUSG00000073702",1.13013245475679e-08,4.78821334388446,"bladder-lumen"
"ENSMUSG00000032336",0.000124617160161332,6.23117046596095,"bladder-lumen"
"ENSMUSG00000048758",0.0443850137836652,3.97954376097098,"bladder-lumen"
"ENSMUSG00000059734",6.35390652919694e-08,2.14735747151064,"bladder-lumen"
"ENSMUSG00000032412",9.49433564615751e-14,1.89831746254729,"bladder-lumen"
"ENSMUSG00000001833",1.72960403131778e-43,3.71134463756902,"bladder-lumen"
"ENSMUSG00000024844",1.58152761852773e-07,2.20024329617154,"bladder-lumen"
"ENSMUSG00000098274",8.77821731624145e-09,3.01661669480852,"bladder-lumen"
"ENSMUSG00000033047",3.3065970677572e-16,1.49369546378058,"bladder-lumen"
"ENSMUSG00000011752",2.13750573001141e-26,1.88436113025467,"bladder-lumen"
"ENSMUSG00000063229",6.6966688614007e-08,1.51181462338904,"bladder-lumen"
"ENSMUSG00000007564",3.06500177900144e-20,2.0593954960033,"bladder-lumen"
"ENSMUSG00000007041",1.67440401934441e-31,2.94612196539515,"bladder-lumen"
"ENSMUSG00000060860",8.63668915091566e-16,1.37178272928275,"bladder-lumen"
"ENSMUSG00000020456",1.77296673334536e-15,4.02219005739775,"bladder-lumen"
"ENSMUSG00000026385",0.00392572850725456,2.7971698771346,"bladder-lumen"
"ENSMUSG00000055943",1.12598211831118e-25,1.74427434078849,"bladder-lumen"
"ENSMUSG00000002395",2.60185033504123e-06,1.8443880702656,"bladder-lumen"
"ENSMUSG00000030869",0.000190221552205696,2.2009340201728,"bladder-lumen"
"ENSMUSG00000026234",5.21195295521228e-26,1.18303852242959,"bladder-lumen"
"ENSMUSG00000030007",1.56792744740779e-22,1.41050899723006,"bladder-lumen"
"ENSMUSG00000052684",5.52155079110276e-09,1.38340055301854,"bladder-lumen"
"ENSMUSG00000021134",2.54645490955964e-28,2.39706550511769,"bladder-lumen"
"ENSMUSG00000030208",3.04916131644117e-10,8.46843760469612,"bladder-lumen"
"ENSMUSG00000020708",2.34597305174628e-15,1.04137413511543,"bladder-lumen"
"ENSMUSG00000061032",2.86650282814466e-23,1.45400672877624,"bladder-lumen"
"ENSMUSG00000043716",9.20111639636324e-11,1.69259439864718,"bladder-lumen"
"ENSMUSG00000004207",1.55623957963085e-38,5.26803950619804,"bladder-lumen"
"ENSMUSG00000021939",8.88432592090675e-33,3.43124289415905,"bladder-lumen"
"ENSMUSG00000026775",9.90378825446169e-06,1.08533070929365,"bladder-lumen"
"ENSMUSG00000047250",1.51845301437537e-10,2.01683372180777,"bladder-lumen"
"ENSMUSG00000028788",2.41828652330937e-07,1.99252595229607,"bladder-lumen"
"ENSMUSG00000002015",2.5081222691238e-21,1.24586689103561,"bladder-lumen"
"ENSMUSG00000071076",6.20851218126794e-17,8.8377934583972,"bladder-lumen"
"ENSMUSG00000078812",3.88435450106237e-22,1.73994271383095,"bladder-lumen"
"ENSMUSG00000003161",3.1439970689791e-24,1.05678490661127,"bladder-lumen"
"ENSMUSG00000024290",1.79279788942904e-16,1.65055595794244,"bladder-lumen"
"ENSMUSG00000026434",0.00993698627722797,1.45045902598415,"bladder-lumen"
"ENSMUSG00000020048",2.68532561160901e-46,43.4141679119946,"bladder-lumen"
"ENSMUSG00000003970",1.75491954354869e-07,1.61257368140089,"bladder-lumen"
"ENSMUSG00000006005",1.1160837457458e-13,1.6926585690925,"bladder-lumen"
"ENSMUSG00000031954",7.79692284362558e-15,1.76955744307502,"bladder-lumen"
"ENSMUSG00000028822",1.056998488096e-30,1.17096279353012,"bladder-lumen"
"ENSMUSG00000006699",5.67985859813361e-50,4.23292029191221,"bladder-lumen"
"ENSMUSG00000002524",3.973549008992e-27,1.64215931351388,"bladder-lumen"
"ENSMUSG00000021218",1.61743757553489e-32,3.93043845796361,"bladder-lumen"
"ENSMUSG00000027215",3.92023725334172e-16,2.47659965053592,"bladder-lumen"
"ENSMUSG00000020585",6.68983682285844e-34,3.3036652473068,"bladder-lumen"
"ENSMUSG00000054766",0.0051477274654864,6.96785042009336,"bladder-lumen"
"ENSMUSG00000035530",2.13126769558105e-22,1.14335605957116,"bladder-lumen"
"ENSMUSG00000017721",5.66760719581927e-06,1.18507215371342,"bladder-lumen"
"ENSMUSG00000034341",4.61856329944747e-26,1.7079487962579,"bladder-lumen"
"ENSMUSG00000039630",1.09022299607079e-13,1.85957846960206,"bladder-lumen"
"ENSMUSG00000028070",2.07313369408189e-13,2.24777928245286,"bladder-lumen"
"ENSMUSG00000027829",5.69470046925828e-26,2.61321331814629,"bladder-lumen"
"ENSMUSG00000017421",0.000574720119868522,1.42768929465998,"bladder-lumen"
"ENSMUSG00000046330",3.21622576776141e-05,9.42556298012644,"bladder-lumen"
