,SEED,WILCOX,MOCHIS
0,0,0.4579301436297245,0.45999999999999996
0,1,0.2593124547117024,0.27
0,2,0.18871323318910072,0.1883999999999999
0,3,0.13285452314240798,0.13
0,4,0.9749313028727062,0.964
0,5,0.407134564570267,0.4332
0,6,0.226136737110325,0.2168000000000001
0,7,0.4579301436297245,0.4616
0,8,0.00454080742010141,0.0016000000000000458
0,9,0.10570558452844335,0.1136
0,10,0.2083742055568295,0.22
0,11,0.6358357923233338,0.63
0,12,0.9507502497151823,0.964
0,13,0.2927232386762212,0.3056000000000001
0,14,0.5872132373205834,0.6044
0,15,0.355328754445402,0.3624
0,16,0.659197562754128,0.6556
0,17,0.8479023862651729,0.8424
0,18,0.19017524344053083,0.1936
0,19,0.28484272212744244,0.2872
0,20,0.9231714809835356,0.9332
0,21,0.3497168906366648,0.3508
0,22,0.9403995079993952,0.9336
0,23,0.3027779173322305,0.31079999999999997
0,24,0.5289785348106438,0.504
0,25,0.43591990017441484,0.4403999999999999
0,26,0.7328544155411563,0.7448
0,27,0.17385966113365614,0.1772
0,28,0.8225213658557136,0.8216
0,29,0.23200878773754086,0.23720000000000008
0,30,0.5418211138255675,0.5544
0,31,0.2761501734844084,0.2604
0,32,0.8683227344823481,0.8568
0,33,0.4738349584181718,0.4836
0,34,0.8124191656809687,0.8052
0,35,0.1379587818468246,0.13480000000000003
0,36,0.7492267013989664,0.7368
0,37,0.9662914097052493,0.9492
0,38,0.4449081966679337,0.4544
0,39,0.8563992808432367,0.8600000000000001
0,40,0.31098513493434987,0.33319999999999994
0,41,0.42829967037276695,0.426
0,42,0.5461362869588702,0.5568
0,43,0.9922189024148215,0.982
0,44,0.15045546369169646,0.16480000000000006
0,45,0.4449081966679337,0.4508
0,46,0.37366578858989397,0.3908
0,47,0.2337062245912569,0.2307999999999999
0,48,0.18581410907771867,0.18399999999999994
0,49,0.7377537406844463,0.722
0,50,0.10664326005065197,0.1140000000000001
0,51,0.5289785348106438,0.5184
0,52,0.8649128528334972,0.8704
0,53,0.2565768172259034,0.2732000000000001
0,54,0.18294804566017098,0.1803999999999999
0,55,0.22037152110524216,0.206
0,56,0.9991354200663417,0.9827999999999999
0,57,0.05749428929458288,0.05119999999999991
0,58,0.14984144882691725,0.14240000000000008
0,59,0.018540554229821926,0.018799999999999928
0,60,0.3441616045594075,0.3428
0,61,0.38305001440570785,0.396
0,62,0.621988802631421,0.6112
0,63,0.7906399736766324,0.7676000000000001
0,64,0.006136439847501571,0.0040000000000000036
0,65,0.8973993764333237,0.8819999999999999
0,66,0.18082009557339174,0.20199999999999996
0,67,0.742663742787504,0.7656000000000001
0,68,0.16183838653998206,0.1624
0,69,0.3364793952621874,0.3308
0,70,0.8292726591875532,0.8148
0,71,0.7508703038990175,0.7556
0,72,0.659197562754128,0.6576
0,73,0.22365288499904634,0.23399999999999999
0,74,0.7182223294506793,0.6972
0,75,0.8073796366344208,0.8184
0,76,0.5548174148482367,0.5452
0,77,0.8107384481515978,0.8111999999999999
0,78,0.025962087199667756,0.024
0,79,0.9300588243603881,0.9492
0,80,0.9472989923391,0.9643999999999999
0,81,0.6113103361578065,0.6180000000000001
0,82,0.8343444452829508,0.8428
0,83,0.1289866095178983,0.12919999999999998
0,84,0.38660600205764817,0.4112
0,85,0.08588951787153233,0.09119999999999995
0,86,0.5977016332952292,0.6112
0,87,0.5768108633939901,0.5868
0,88,0.773996340833957,0.7567999999999999
0,89,0.049215881052485456,0.0504
0,90,0.36442518981001537,0.3620000000000001
0,91,0.9145704553512481,0.9284
0,92,0.9403995079993952,0.9452
0,93,0.15168924570970702,0.15280000000000005
0,94,0.563565461309472,0.6075999999999999
0,95,0.36442518981001537,0.3508
0,96,0.10293175684238894,0.1044
0,97,0.575331930147039,0.6040000000000001
0,98,0.7069125160155229,0.732
0,99,0.5432576125786759,0.554
0,100,0.4658448471554617,0.4848
0,101,0.6143530379365856,0.6020000000000001
0,102,0.18944319888671712,0.2036
0,103,0.9853029694581388,0.9723999999999999
0,104,0.39377815733954447,0.3848
0,105,0.14559674363976352,0.1564
0,106,0.9991354200663417,0.972
0,107,0.6250545994092268,0.6204
0,108,1.0,0.9947999999999999
0,109,0.5346671735143245,0.5288
0,110,0.8871192226016528,0.8868
0,111,0.7806418052653311,0.7884
0,112,0.9438487235949503,0.9572
0,113,0.6781308137574431,0.6799999999999999
0,114,0.7906399736766324,0.788
0,115,0.08238796224099804,0.07840000000000003
0,116,0.11240849215927273,0.1132
0,117,0.24495425734008935,0.2516
0,118,0.28975105862412753,0.2944
0,119,0.14619743060402154,0.1412
0,120,0.33975816270900205,0.328
0,121,0.3246320612001752,0.3412
0,122,0.32250753341870353,0.33640000000000003
0,123,0.08788619897122468,0.0988
0,124,0.07120338737428814,0.06840000000000002
0,125,0.6312056514353277,0.636
0,126,0.2379882764947504,0.2452
0,127,0.7574559572102374,0.7524
0,128,0.8394231320854328,0.8355999999999999
0,129,0.3235686610413495,0.3312
0,130,0.9128514173624126,0.9248
0,131,0.9922189024148215,0.988
0,132,0.44749556285569203,0.4492
0,133,0.6892707710815587,0.6684
0,134,0.8057015575006969,0.8068
0,135,0.6404802097987146,0.6692
0,136,0.40346537325890874,0.4116
0,137,0.38660600205764817,0.4172
0,138,0.2761501734844084,0.2832
0,139,0.16314224920986298,0.1664
0,140,0.2867992656973857,0.29
0,141,0.005705568303146964,0.004
0,142,0.331060176154364,0.3292
0,143,0.7198431376719361,0.7252000000000001
0,144,0.8598027624758582,0.8695999999999999
0,145,0.9939479973129938,0.9876
0,146,0.7939804572554224,0.7928
0,147,0.5709059161981167,0.5711999999999999
0,148,0.7101374248349361,0.728
0,149,0.2583983397341657,0.2664
0,150,0.03148195615630714,0.026
0,151,0.04629180203339126,0.04479999999999995
0,152,0.4397591432700627,0.4196
0,153,0.355328754445402,0.3596
0,154,0.2947160253581338,0.3048
0,155,0.8090586026583765,0.7811999999999999
0,156,0.4257769220870157,0.4303999999999999
0,157,0.4095917107856807,0.42880000000000007
0,158,0.6908677767395066,0.6859999999999999
0,159,0.31933778682590463,0.3036
0,160,0.1976105637259562,0.2128000000000001
0,161,0.7166027881991648,0.7072
0,162,0.9732030564098143,0.9752000000000001
0,163,0.39018206260293986,0.4032
0,164,0.2593124547117024,0.26239999999999997
0,165,0.6623383890958929,0.6612
0,166,0.5591831334657607,0.5871999999999999
0,167,0.18653578432287077,0.1936
0,168,0.2685768468976447,0.27
0,169,0.9697469490177015,0.9588000000000001
0,170,0.7756561759403089,0.7664
0,171,0.27806604236918353,0.2944
0,172,0.06689907225058064,0.0636000000000001
0,173,0.5190980706418376,0.5164
0,174,0.9662914097052493,0.966
0,175,0.1787105795269449,0.19120000000000004
0,176,0.06918937094583927,0.06519999999999992
0,177,0.23116335917790964,0.21120000000000005
0,178,0.7973247240564763,0.8148
0,179,0.6067588496092757,0.6104
0,180,0.5093137726305756,0.5316
0,181,0.21391269644111832,0.22360000000000002
0,182,0.27424332647749705,0.2868
0,183,0.84450851402097,0.8436
0,184,0.8529984676616447,0.8435999999999999
0,185,0.6113103361578065,0.6355999999999999
0,186,0.9628365032858557,0.9536
0,187,0.7230885284979263,0.7487999999999999
0,188,0.1879853438628224,0.17999999999999994
0,189,0.10156671625436066,0.1048
0,190,0.5446960050458076,0.5452
0,191,0.7443027509222437,0.7792
0,192,0.5120993969748837,0.5372
0,193,0.29173024583931717,0.2944
0,194,0.1592542834996995,0.1604000000000001
0,195,0.18011487883277355,0.18359999999999999
0,196,0.8057015575006969,0.8168
0,197,0.40103028499693594,0.4039999999999999
0,198,0.792309738908002,0.7796
0,199,0.16379714354805563,0.18159999999999998
0,200,0.5857218777478801,0.596
0,201,0.5916978300471649,0.5956
0,202,0.1510713949594795,0.1576
0,203,0.8326530730453843,0.8240000000000001
0,204,0.9542024311508981,0.9504
0,205,0.84450851402097,0.8540000000000001
0,206,0.8615054846245763,0.8512
0,207,0.792309738908002,0.8032
0,208,0.07717196592151565,0.0788
0,209,0.959382294537271,0.9783999999999999
0,210,0.773996340833957,0.746
0,211,0.7657127970934146,0.7587999999999999
0,212,0.5233208572909103,0.5332
0,213,0.46055996096498264,0.4784
0,214,0.018112472188845225,0.0144
0,215,0.18871323318910072,0.1896
0,216,0.5812583820838081,0.5768
0,217,0.38305001440570785,0.40280000000000005
0,218,0.7706797755915805,0.7484
0,219,0.48867718325540777,0.486
0,220,0.056365008567297314,0.05400000000000005
0,221,0.8107384481515978,0.788
0,222,0.7344863262440063,0.7384
0,223,0.16843698252726336,0.1828
0,224,0.384233110991165,0.3992
0,225,0.5519162228913792,0.5708
0,226,0.8343444452829508,0.8655999999999999
0,227,0.8905439182507172,0.8984000000000001
0,228,0.07863403022984113,0.08000000000000007
0,229,0.7279659507795684,0.7232
0,230,0.7574559572102374,0.7496
0,231,0.6037329640423053,0.6095999999999999
0,232,0.3806905258260963,0.3944000000000001
0,233,0.5977016332952292,0.6064
0,234,0.6560627345023271,0.6783999999999999
0,235,0.36328024148482707,0.3652
0,236,0.4579301436297245,0.474
0,237,0.16978060099211068,0.18480000000000008
0,238,0.016485508786011564,0.0196
0,239,0.20915899136315885,0.20999999999999996
0,240,0.773996340833957,0.7824
0,241,0.1510713949594795,0.14759999999999995
0,242,0.549022501933614,0.5804
0,243,0.3463769245310875,0.34240000000000004
0,244,0.3048160917511795,0.2992
0,245,0.16511287271542163,0.162
0,246,0.7410259004671564,0.7492
0,247,0.49140243847747944,0.49760000000000004
0,248,0.5650299070337124,0.5696
0,249,0.9766596670361878,0.9732000000000001
0,250,0.024547496177186344,0.020399999999999974
0,251,0.38541844066270037,0.3968
0,252,0.20915899136315885,0.2
0,253,0.48460462124043446,0.5116
0,254,0.8512990810418498,0.8388
0,255,0.8802762135904278,0.8756
0,256,0.14262161772101514,0.1508
0,257,0.25296056781767906,0.274
0,258,0.5475784540264041,0.5224
0,259,0.2947160253581338,0.3064
0,260,0.6143530379365856,0.6259999999999999
0,261,0.7312237115582791,0.7384
0,262,0.03305435531530308,0.03639999999999999
0,263,0.36328024148482707,0.37640000000000007
0,264,0.6389304937567173,0.6404000000000001
0,265,0.659197562754128,0.6604
0,266,0.2253066084813934,0.226
0,267,0.3961866639579802,0.4
0,268,0.08588951787153233,0.07840000000000003
0,269,0.09199181781969802,0.09
0,270,0.5812583820838081,0.5811999999999999
0,271,0.5931961823708347,0.5952
0,272,0.41826090710292385,0.4396
0,273,0.07291822025392415,0.0728
0,274,0.42451880697992117,0.4176
0,275,0.6797180051443502,0.6788
0,276,0.5233208572909103,0.5408
0,277,0.9645638733344325,0.9796
0,278,0.23455823626020833,0.2267999999999999
0,279,0.37134215128597425,0.3668
0,280,0.2423254326911779,0.2372
0,281,0.35645790891949214,0.3395999999999999
0,282,0.4982511289481574,0.5376000000000001
0,283,0.10617360150350372,0.10400000000000009
0,284,0.40346537325890874,0.3976
0,285,0.5519162228913792,0.5356000000000001
0,286,0.5162926864078168,0.5271999999999999
0,287,0.17113223873097816,0.1756
0,288,0.37018370187430405,0.36440000000000006
0,289,0.4540012628068887,0.44520000000000004
0,290,0.7295942210562625,0.75
0,291,0.7443027509222437,0.7248
0,292,0.20525640813980972,0.2168000000000001
0,293,0.3508347398359275,0.38040000000000007
0,294,0.7723375383365197,0.7908
0,295,0.39137853679354595,0.40080000000000005
0,296,0.742663742787504,0.732
0,297,0.2602288070843276,0.2648
0,298,0.46187803032593056,0.4752
0,299,0.3474879823484972,0.3348
0,300,0.9714749357559306,0.9752
0,301,0.039200819182650726,0.04400000000000004
0,302,0.34305734354163087,0.3500000000000001
