,SEED,WILCOX,MOCHIS
0,0,0.49377255788519436,0.47120000000000006
0,1,0.24589811151752627,0.2647999999999999
0,2,0.12423391644890587,0.11119999999999997
0,3,0.04408393032116065,0.0436
0,4,0.8505347343303803,0.8484
0,5,0.9920869547421671,0.9788
0,6,0.3461000120202995,0.3655999999999999
0,7,0.4450684270157037,0.4408
0,8,0.009097893497775136,0.005600000000000049
0,9,0.0791854679583181,0.0764
0,10,0.2709558338528879,0.2468
0,11,0.897413020045032,0.8932
0,12,0.8195630865551475,0.8208
0,13,0.27968436777325667,0.27360000000000007
0,14,0.6129953751138986,0.5932
0,15,0.32617290719470327,0.2988
0,16,0.29770948423681354,0.2812
0,17,0.7136528228763124,0.7308
0,18,0.2150820261418902,0.2004
0,19,0.4813354550263601,0.4744
0,20,0.7136528228763124,0.7044
0,21,0.27968436777325667,0.2796
0,22,0.9131274302930253,0.9676
0,23,0.15612355221812366,0.14959999999999996
0,24,0.5320926641095496,0.5371999999999999
0,25,0.9446522383835151,0.96
0,26,0.7585020045014865,0.7484
0,27,0.3461000120202995,0.3472
0,28,0.9446522383835151,0.9472
0,29,0.5584509288202449,0.542
0,30,0.897413020045032,0.8996
0,31,0.6129953751138986,0.628
0,32,1.0,0.9924
0,33,0.3461000120202995,0.348
0,34,0.9920869547421671,0.9824
0,35,0.12916390892250343,0.12159999999999993
0,36,0.5191539506807104,0.5212
0,37,0.9604503346426206,0.9556
0,38,0.2379184543985925,0.2344
0,39,0.897413020045032,0.9052
0,40,0.2150820261418902,0.2056
0,41,0.23012342421684295,0.2472
0,42,0.6697720732659236,0.6636
0,43,0.5451927252121318,0.576
0,44,0.10596807897768211,0.1008
0,45,0.5584509288202449,0.5676
0,46,0.6269905565613314,0.6372
0,47,0.1871512901683623,0.18799999999999994
0,48,0.6411212902039163,0.6639999999999999
0,49,0.7585020045014865,0.7532000000000001
0,50,0.11945197484256673,0.12359999999999993
0,51,0.6129953751138986,0.608
0,52,0.9762639771475192,0.9708
0,53,0.1938691520998892,0.1983999999999999
0,54,0.15612355221812366,0.14959999999999996
0,55,0.1871512901683623,0.1892
0,56,0.9762639771475192,0.9792
0,57,0.0665392709270075,0.07079999999999997
0,58,0.3164947382736776,0.3244
0,59,0.02436549501927762,0.02519999999999989
0,60,0.37741201623403664,0.3944000000000001
0,61,0.4450684270157037,0.4368
0,62,0.6129953751138986,0.5984
0,63,0.9604503346426206,0.9423999999999999
0,64,0.016840838359882454,0.012799999999999923
0,65,0.4217821619762425,0.41999999999999993
0,66,0.09767020748878144,0.09640000000000004
0,67,0.897413020045032,0.8976
0,68,0.5320926641095496,0.5276
0,69,0.9762639771475192,0.9696
0,70,0.5991398977762159,0.6120000000000001
0,71,0.928875881195823,0.9208
0,72,0.8041790107390732,0.8116
0,73,0.24589811151752627,0.24839999999999995
0,74,0.9131274302930253,0.9188000000000001
0,75,0.9920869547421671,0.9956
0,76,0.9446522383835151,0.938
0,77,0.6129953751138986,0.6359999999999999
0,78,0.031386359946160375,0.0304
0,79,0.8195630865551475,0.8188
0,80,1.0,0.9812
0,81,0.4813354550263601,0.47720000000000007
0,82,0.4450684270157037,0.4528000000000001
0,83,0.1504154304434578,0.16480000000000006
0,84,0.4690708507117439,0.4836
0,85,0.058187911550592386,0.05279999999999996
0,86,0.928875881195823,0.8972
0,87,0.29770948423681354,0.3052
0,88,0.6411212902039163,0.6244000000000001
0,89,0.08989995442859601,0.088
0,90,0.3563483623286524,0.3620000000000001
0,91,0.6697720732659236,0.6728
0,92,0.6842830970652407,0.6724
0,93,0.1938691520998892,0.1876
0,94,0.3164947382736776,0.3156000000000001
0,95,0.8041790107390732,0.8052
0,96,0.12916390892250343,0.1352
0,97,0.2379184543985925,0.236
0,98,0.8505347343303803,0.8560000000000001
0,99,0.7434531651005014,0.7516
0,100,0.3882257817176141,0.364
0,101,0.3360414035181215,0.33519999999999994
0,102,0.5320926641095496,0.5391999999999999
0,103,0.8195630865551475,0.8248
0,104,0.3461000120202995,0.3392
0,105,0.07585377204809342,0.0764
0,106,0.7585020045014865,0.7552
0,107,0.928875881195823,0.914
0,108,0.6842830970652407,0.6672
0,109,0.6411212902039163,0.6372
0,110,0.7434531651005014,0.7316
0,111,1.0,0.9968
0,112,0.3882257817176141,0.39480000000000004
0,113,0.3882257817176141,0.4072
0,114,0.7736428945281648,0.7644
0,115,0.07263735025772891,0.07600000000000007
0,116,0.0791854679583181,0.0776
0,117,0.5991398977762159,0.5876
0,118,0.27968436777325667,0.2764
0,119,0.17423403608976662,0.1652
0,120,0.2709558338528879,0.2684
0,121,0.11481546254068434,0.1064
0,122,0.18060690888389008,0.1876
0,123,0.4450684270157037,0.46320000000000006
0,124,0.06086922897296285,0.05279999999999996
0,125,0.7888704061007684,0.7812
0,126,0.07585377204809342,0.0672
0,127,0.7888704061007684,0.7964
0,128,0.5854281256599013,0.5571999999999999
0,129,0.7285017002017924,0.736
0,130,0.7888704061007684,0.79
0,131,0.7285017002017924,0.7344
0,132,0.6697720732659236,0.7208000000000001
0,133,0.4217821619762425,0.4208
0,134,0.7285017002017924,0.7363999999999999
0,135,1.0,0.998
0,136,0.7434531651005014,0.7528
0,137,0.8195630865551475,0.8164
0,138,0.20076238082682796,0.218
0,139,0.5584509288202449,0.5356
0,140,0.3882257817176141,0.396
0,141,0.011438411996932329,0.0092
