,SEED,WILCOX,MOCHIS
0,0,0.7599756760374307,0.77
0,1,0.40906826215193326,0.3872
0,2,0.3393047807533359,0.34640000000000004
0,3,0.23422347868353055,0.222
0,4,0.35938468657341194,0.3612
0,5,0.13321011699058194,0.13319999999999999
0,6,0.7109984755675784,0.7052
0,7,0.10005882211117247,0.106
0,8,0.1142063327497788,0.1120000000000001
0,9,0.40173033307208783,0.4036
0,10,0.9326561034609389,0.9403999999999999
0,11,0.720706376110964,0.742
0,12,0.22415614352971114,0.22160000000000002
0,13,0.6444261278096609,0.6272
0,14,0.28347545224534243,0.2704
0,15,0.03811773922621453,0.0436
0,16,0.9948135707717146,0.9847999999999999
0,17,0.41648536778232825,0.4019999999999999
0,18,0.5031587909322797,0.4916
0,19,0.769895042308261,0.7468
0,20,0.3074712326274176,0.3068
0,21,0.394471962197649,0.3836
0,22,0.5031587909322797,0.52
0,23,0.14358755748037777,0.13680000000000003
0,24,0.7599756760374307,0.7636000000000001
0,25,0.4705834501508612,0.46520000000000006
0,26,0.3526099625529765,0.3528
0,27,0.431555426835022,0.4068
0,28,0.7109984755675784,0.7168000000000001
0,29,0.7304595022655989,0.7252000000000001
0,30,0.6537789016082995,0.6492
0,31,0.5895263894709603,0.5932
0,32,0.8403010647449627,0.8512
0,33,0.5454945275356897,0.5488
0,34,0.41648536778232825,0.44399999999999995
0,35,0.394471962197649,0.3964
0,36,0.5454945275356897,0.5376000000000001
0,37,0.49490486624315777,0.47
0,38,0.5805900655685592,0.56
0,39,1.0,0.9996
0,40,0.8301501976200079,0.8288
0,41,0.2607811040175253,0.272
0,42,0.720706376110964,0.6836
0,43,0.9533484208564982,0.9608000000000001
0,44,0.17428713322942713,0.17720000000000002
0,45,0.8301501976200079,0.826
0,46,0.6258896508064637,0.624
0,47,0.23937555432361324,0.2148000000000001
0,48,0.01961682150445539,0.02320000000000011
0,49,0.5805900655685592,0.5668
0,50,0.04597931501307239,0.04600000000000004
0,51,0.6444261278096609,0.6576
0,52,0.9429974534488074,0.946
0,53,0.030419082692880153,0.03200000000000003
0,54,0.17844572847337437,0.18480000000000008
0,55,0.7013372239251863,0.6943999999999999
0,56,0.40173033307208783,0.3992
0,57,0.5985256129520885,0.5884
0,58,0.07596826298846819,0.07400000000000007
0,59,0.6726472532045533,0.688
0,60,0.8403010647449627,0.8424
0,61,0.31995934094934186,0.3196
0,62,0.5114848722036514,0.508
0,63,0.35938468657341194,0.3768
0,64,0.49490486624315777,0.4708000000000001
0,65,0.984441588845349,0.9992
0,66,0.5198823214697157,0.49639999999999995
0,67,0.06776352823825214,0.07440000000000002
0,68,0.5629103274803179,0.5576
0,69,0.8200275987143186,0.8108
0,70,0.8504785587696162,0.8388
0,71,0.35938468657341194,0.37240000000000006
0,72,0.5985256129520885,0.5831999999999999
0,73,0.5541689456559591,0.554
0,74,0.2663332657286793,0.2516
0,75,0.9223261079947185,0.9112
0,76,0.6726472532045533,0.6508
0,77,0.6167083749177975,0.6304000000000001
0,78,0.07596826298846819,0.072
0,79,0.5629103274803179,0.5640000000000001
0,80,0.439207461361931,0.44720000000000004
0,81,0.9326561034609389,0.9283999999999999
0,82,0.7898456081415494,0.7916000000000001
0,83,0.5629103274803179,0.5736000000000001
0,84,0.5805900655685592,0.562
0,85,0.10554036508736932,0.11880000000000002
0,86,0.5541689456559591,0.5628
0,87,0.2144019998624247,0.20599999999999996
0,88,0.8301501976200079,0.8151999999999999
0,89,0.03142968790620173,0.026
0,90,0.0826394843093444,0.0815999999999999
0,91,0.3074712326274176,0.3168
0,92,0.9223261079947185,0.9404
0,93,0.12342288861426085,0.11280000000000001
0,94,0.40173033307208783,0.394
0,95,0.6444261278096609,0.6539999999999999
0,96,0.013263927520831286,0.0124
0,97,0.02848138299081581,0.02760000000000007
0,98,0.8709067964612407,0.8775999999999999
0,99,0.35938468657341194,0.36
0,100,0.15457407993245187,0.1584
0,101,0.24991826073264145,0.22839999999999994
0,102,0.8403010647449627,0.8324
0,103,0.439207461361931,0.4748000000000001
0,104,0.2776802416534545,0.298
0,105,0.41648536778232825,0.4048
0,106,0.47861648526664025,0.47720000000000007
0,107,0.36624061646969475,0.3644
0,108,0.6726472532045533,0.6536
0,109,0.6444261278096609,0.6288
0,110,0.7599756760374307,0.7352000000000001
0,111,0.9429974534488074,0.9332
0,112,0.5368880148656853,0.5251999999999999
0,113,0.3074712326274176,0.3016
0,114,0.1869836414056928,0.1884
0,115,0.41648536778232825,0.44120000000000004
0,116,0.03142968790620173,0.0344
0,117,0.2776802416534545,0.276
