,SEED,WILCOX,MOCHIS
0,0,0.3422727131565596,0.3420355684153301
0,1,0.8376733347158276,0.8373087318944756
0,2,0.6237972858718994,0.6234671696823353
0,3,0.7691103702987035,0.7687537429628302
0,4,0.6437405605738026,0.64340600842231
0,5,0.03972105180169606,0.03967614979908903
0,6,0.3123266551042868,0.3121032021298248
0,7,0.5302147098376817,0.5299089787609607
0,8,0.9638940881595368,0.9635221203858096
0,9,0.5431357907602159,0.5428263331595344
0,10,0.645079490734185,0.6447446500756278
0,11,0.3300806857959504,0.32984901335750827
0,12,0.949022367646872,0.9486507804221255
0,13,0.7877206442716891,0.7873615711983473
0,14,0.5898799670780488,0.5895579995461192
0,15,0.732295954937167,0.731944790157772
0,16,0.27874034346392507,0.2785332895958149
0,17,0.8231172216728317,0.8227540754043108
0,18,0.9750564117782407,0.9746842434524161
0,19,0.46289982311696576,0.4626154650740897
0,20,0.3004109568914892,0.3001931919497204
0,21,0.9527388363827323,0.9523671419149831
0,22,0.8245701848471076,0.824206887488862
0,23,0.6905756106971244,0.6902316532317427
0,24,0.7358106750588708,0.7354589526898214
0,25,0.14193393390188958,0.1418073295646575
0,26,0.9408501524838203,0.9404788295517026
0,27,0.2601284758389104,0.25993101445158306
0,28,0.4824632007636501,0.482172285135668
0,29,0.2129272976380655,0.21275592397036547
0,30,0.02335510298387678,0.02332664683223567
0,31,0.07796246805445775,0.07788374042383352
0,32,0.8413212677009567,0.8409563197001457
0,33,0.772679319054604,0.7723222063496831
0,34,0.7941916055261179,0.7938317313292651
0,35,0.8905018496710758,0.8901330204110204
0,36,0.3709920925489253,0.37074259122654396
0,37,0.69401868961754,0.6936740959611053
0,38,0.6947080666797989,0.6943633465449199
0,39,0.6497747919858581,0.6494389488078798
0,40,0.2917824238506874,0.2915688661671372
0,41,0.3004109568914892,0.3001931919497193
0,42,0.8493586153611302,0.8489929348491386
0,43,0.35913374140105936,0.35888925289023976
0,44,0.5879493786066159,0.587627898109857
0,45,0.9312001702989207,0.9308292098866344
0,46,0.06910994758321108,0.06903861159043737
0,47,0.6093444303904243,0.6090176926651404
0,48,0.15127952496390837,0.1511465904148696
0,49,0.6198408947890461,0.6195116896827899
0,50,0.6544840433209076,0.6541472090003753
0,51,0.7570129123508909,0.756657988163899
0,52,0.9691024252882741,0.9687303548615849
0,53,0.6933295656390442,0.6929850987147291
0,54,0.986968223620157,0.9865959216950304
0,55,0.6755028231910922,0.6751617393018797
0,56,0.9349105832405799,0.9345394769738126
0,57,0.7705373674996717,0.7701805451628632
0,58,0.24579586084525507,0.2456060457477759
0,59,0.12389501831733062,0.12378106435381271
0,60,0.8581444952711619,0.857778058034045
0,61,0.9914360448917955,0.9910637142625027
0,62,0.8934533302165492,0.8930843135891731
0,63,0.5412803640719672,0.5409714343337613
0,64,0.2829034154701803,0.2826942664043838
0,65,0.08999361403686776,0.08990518477214988
0,66,0.8779754636826843,0.8776074868974636
0,67,0.29478326832458446,0.2945682389051766
0,68,0.05238342595367607,0.052326733032262124
0,69,0.38156508892544405,0.3813112216708209
0,70,0.8420512659224626,0.841686249800501
0,71,0.8340288877728775,0.8336646377374342
0,72,0.018788033526255063,0.01876449295978757
0,73,0.8296602599564098,0.829296443272564
0,74,0.5931040890995667,0.5927813138258595
0,75,0.4037840785799772,0.4035213468508453
0,76,0.10913430825295142,0.10903116568182547
0,77,0.44768464374705885,0.4474055879973259
0,78,0.11611396446238681,0.11600565521401408
0,79,0.4743537284187638,0.4740654959405366
0,80,0.4646080164280395,0.4643230742275367
0,81,0.9453070076137551,0.9449355356912843
0,82,0.20749264971608128,0.2073244535893135
0,83,0.5834560720568398,0.5831357348795755
0,84,0.9557127554551872,0.9553409810004404
0,85,0.5162444285587335,0.515942860403368
0,86,0.4572312118369902,0.45694880834218254
0,87,0.8647455174668387,0.8643785418701972
0,88,0.9104517468365102,0.9100817510921019
0,89,0.12688665080686704,0.12677055766739292
0,90,0.4106509890423763,0.41038560107573285
0,91,0.3190792510727687,0.3188526363225147
0,92,0.5456146098247372,0.5453044507868419
0,93,0.7548841384525816,0.754529523243572
0,94,0.03617939726863897,0.03613792441309708
0,95,0.17253863500431033,0.17239182332301073
0,96,0.23717056419156857,0.23698546351679883
0,97,0.16846314532627438,0.16831894005196102
0,98,0.9780339470836649,0.9776617375806397
0,99,0.41651527572529956,0.4162476499848945
0,100,0.7870025433223611,0.7866435607162169
0,101,0.3441736551333212,0.3439356695416427
0,102,0.24655614975871687,0.2463659232232297
0,103,0.7783996215495007,0.7780417470915891
0,104,0.7182938093316334,0.7179449420719763
0,105,0.9817562917952338,0.9813840381108204
0,106,0.5036576987913286,0.5033600018778912
0,107,0.6297522466277601,0.6294207785749479
0,108,0.4191971119864576,0.4189284722090889
0,109,0.003237336444889512,0.0032324579435028165
0,110,0.9825008110006156,0.9821285494521724
0,111,0.9609185727833685,0.9605466707833874
0,112,0.12095871794415664,0.12084688020565422
0,113,0.4493610541882834,0.4490814054413931
0,114,0.6172093926853068,0.6168807992956554
0,115,0.7016156448797902,0.7012696739813076
0,116,0.7470946629292611,0.74674120205029
0,117,0.16991030167522947,0.16976516805159947
0,118,0.8831298715833606,0.8827615327874875
0,119,0.7826977605620851,0.7823393268379104
0,120,0.38922926128138113,0.38897228925621685
0,121,0.27749959030321547,0.277293164398576
0,122,0.38258159468852615,0.3823273127621396
0,123,0.07127833876288042,0.07120517102780802
0,124,0.8209389149680696,0.8205759975874742
0,125,0.21951351815576026,0.2193383438456965
0,126,0.15639730630844118,0.15626096626745464
0,127,0.7196898650710233,0.7193407632633677
0,128,0.9178556340761326,0.9174852650589304
0,129,0.20985779697488116,0.20968821333512822
0,130,0.09767511420227004,0.09758067975608434
0,131,0.5505890234087814,0.5502774697509436
0,132,0.10426983340382515,0.10417035222399791
0,133,0.670733740666067,0.670393596129659
0,134,0.7977927452320545,0.797432436180515
0,135,0.2390271912263846,0.23884106844331432
0,136,0.1352206690069819,0.1350987041108867
0,137,0.3240914392216835,0.32386250595879396
0,138,0.9683582912414902,0.9679862345088965
0,139,0.5186602599537902,0.5183579618988018
0,140,0.1790912893911153,0.17894033850401025
0,141,0.27874034346392507,0.27853328959581547
0,142,0.986968223620157,0.9865959216950273
0,143,0.6145827963516598,0.6142548181134291
